action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0.30000000000000004,-6.36,-1.8,6.3,1.8000000000000005
23.075027795901804,-17.38926683447232,8.245460751241733,3.9153238033293762,-12.65671073035993
25.403124963324384,-2.866972539987339,15.221824457964866,14.394966206129736,-22.553432265199277
28.226703711432794,-5.383485403974856,9.000274064291473,17.133640847128575,-2.9556453018246476
32.10734341465861,-16.336331706697223,15.00433315061558,8.725365124969551,7.319928884352033
33.75082128544134,-17.096331263173763,5.600338182842902,13.04166841312336,18.691613369881335
28.279092635960957,-17.1706032333024,6.7360336484106025,14.469310965729187,26.974338562647674
32.00119746261562,-12.422028750528728,-6.213904802888104,16.194732782149984,33.896037560720444
28.42464620006286,-18.15511544028982,6.8903664080068046,22.589211240205138,38.89169269045763
34.26430447972794,-15.825111077594315,-9.057818685818898,34.26132396407644,45.267998458193105
35.76485862888354,-9.168500592378829,-8.689393852292646,34.549246014066405,45.679315297620974
30.67170446018482,0.5916068567070081,-0.38163619270866356,48.96849463026502,53.87504292892227
30.461383901823794,9.286030770991793,10.190328994106915,47.5540083323502,61.47011110223022
25.220399497747493,19.614070536247382,16.514860493607152,44.40730251595468,63.935619275381185
24.91052010049433,17.320109097564146,19.744858257411504,53.55129976469331,66.477301734766
29.156174816403563,34.02165487683579,14.713976553927065,65.52209542499527,69.04714277303081
29.469592477860022,37.97028921691861,23.94065541862801,68.59542838274069,69.46380845077002
40.72337403169772,28.374052060568257,30.501590235556925,61.72582332145387,76.96583826317581
43.334017508159455,25.334379288286325,37.50973715590051,69.78988399303982,87.38008453279588
56.9715170651783,27.20100249429685,52.86680785753302,61.39757604520254,91.52177754240108
65.5742490890523,24.505817033667398,63.70352374041526,60.61983175415682,96.18057479272345
63.03767185814271,36.61748269470096,69.39993223038641,57.23202824073189,102.04015176095915
66.37695285594356,34.82092508946383,71.52266167924614,57.46727628998005,104.92756545656363
64.6140235520813,49.392553070165896,72.85914238726144,57.061005272734285,114.89265605854678
65.77149452211633,55.59741025524044,69.32013260100321,60.89207126175375,122.98333875341461
59.771288134827486,55.289790449760694,72.63948569046401,68.70604070525269,124.87169797729692
69.53896815099996,57.292546154330566,81.69391346685718,62.14968770587287,110.00707933568307
80.33972087655343,66.67874289032761,78.09026788680562,63.8340123041018,122.31075061322933
80.49362234873388,81.4782357627667,92.62968684840243,59.2356095936198,125.73909655365307
88.41011458770876,75.64732913071109,102.25349503066944,60.660819418057045,127.88289781758374
88.46930293111777,92.03714730060864,103.71347184871328,66.4984922257591,131.21742090517805
84.08040678317005,102.74918252126224,111.99251854644919,70.45807889641243,137.14367930021353
87.45420423587063,108.88141133150607,119.69082248059625,71.51595913499378,136.63691398234295
92.35793702437255,120.47600464691888,117.0223031754007,77.07820642808,143.31236123272163
94.87703240753956,124.0420692607763,118.38323737727623,80.93175713286999,139.95316523573442
92.82191413158594,127.10741093735855,122.82663574442122,80.48903252090305,142.15374101780307
86.88233936688756,126.9486131383866,126.35140887231404,88.13191807491802,139.6834435894063
87.5812806217948,126.64845665943658,135.31751811049133,87.23825938984179,138.48309879044365
87.20478662805428,125.03462707352008,136.03968720791954,88.9940001981593,143.20253983124456
85.84930073608274,124.46550477291399,139.8096134248473,97.01426904947228,148.23073504229995
94.39828265718444,128.53554253897533,144.7489920311907,94.31191444211673,146.71271785783776
88.76523232280316,139.23435491673595,153.62248245931946,97.40852990224477,150.95824976953276
92.62987049634052,150.68240155630878,164.2774004835195,94.1819342617296,145.8647311427149
97.6776507573282,150.15109197340115,171.89353309577672,97.35002731036789,142.42960711934072
108.63725332496816,146.50874526279975,173.60185250909547,103.62565341645927,137.67443758097147
104.18023842254829,140.87709622244682,183.12035648193014,104.48978927389823,149.6825653050127
107.21896751915682,146.91018638274255,186.0066903820013,104.60320356693862,159.18599564518084
108.64980445489888,149.76394376762136,184.88057550698738,120.88067975969881,164.33606613722276
116.89217790028074,159.66068969240771,183.6590842736171,122.49779292484226,152.96043944587305
126.22762280631821,152.6997434179657,195.60424964045973,129.93348052257,151.86098119676143
138.3040184227445,142.94984000617325,202.5417182238882,123.34619152727325,151.2917467530022
