(4, [(56, 64), (56, 65), (57, 65), (57, 64)], 1.0, 0.0)
(4, [(55, 64), (55, 65), (53, 64), (54, 65)], 0.7, 0.42)
(2, [(56, 64), (56, 63)], 1.0, 0.0)
(3, [(54, 64), (53, 63), (53, 64)], 0.8, 0.23)
(2, [(55, 63), (55, 64)], 1.0, 0.0)
(1, [(54, 63)], 0.0, 1.0)
(8, [(54, 63), (55, 63), (55, 64), (54, 64), (53, 63), (53, 64), (56, 64), (56, 63)], 0.62, 0.17)
(2, [(55, 64), (56, 64)], 1.0, 0.0)
(2, [(55, 63), (56, 63)], 1.0, 0.0)
(3, [(54, 63), (54, 64), (53, 64)], 0.8, 0.23)
(6, [(54, 63), (55, 63), (55, 64), (54, 64), (53, 64), (56, 64)], 0.6, 0.35)
(2, [(54, 63), (55, 63)], 1.0, 0.0)
(1, [(54, 64)], 0.0, 1.0)
(1, [(53, 64)], 0.0, 1.0)
(4, [(55, 64), (54, 64), (53, 64), (56, 64)], 0.5, 0.53)
(4, [(55, 63), (54, 64), (53, 64), (55, 64)], 0.6, 0.45)
(1, [(55, 63)], 0.0, 1.0)
(1, [(55, 64)], 0.0, 1.0)
(3, [(54, 64), (53, 64), (55, 64)], 0.29, 0.42)
(3, [(54, 63), (53, 64), (55, 64)], 0.8, 0.23)
(2, [(54, 63), (53, 64)], 1.0, 0.0)
(2, [(54, 62), (54, 63)], 1.0, 0.0)
(1, [(54, 60)], 0.0, 1.0)
(8, [(55, 64), (56, 64), (56, 65), (55, 65), (53, 64), (54, 65), (57, 65), (57, 64)], 0.52, 0.43)
(2, [(57, 64), (57, 64)], 1.0, 1.0)
(1, [(56, 64)], 0.0, 1.0)
(1, [(56, 63)], 0.0, 1.0)
(1, [(57, 64)], 0.0, 1.0)
(1, [(57, 64)], 0.0, 1.0)
(6, [(55, 63), (56, 63), (56, 64), (55, 64), (54, 64), (57, 64)], 0.6, 0.35)
(1, [(55, 62)], 0.0, 1.0)
(5, [(56, 63), (55, 64), (55, 63), (54, 64), (56, 64)], 0.66, 0.33)
(4, [(55, 64), (55, 63), (54, 64), (56, 64)], 0.58, 0.31)
(3, [(55, 64), (55, 63), (54, 64)], 0.8, 0.23)
(3, [(55, 64), (54, 64), (56, 64)], 0.29, 0.42)
(3, [(55, 63), (54, 64), (56, 64)], 0.8, 0.23)
(3, [(55, 62), (55, 63), (55, 63)], 0.65, 0.71)
(1, [(55, 60)], 0.0, 1.0)
(1, [(55, 59)], 0.0, 1.0)
(1, [(55, 61)], 0.0, 1.0)
(2, [(55, 65), (54, 65)], 1.0, 0.0)
(2, [(56, 64), (56, 65)], 1.0, 0.0)
(1, [(57, 65)], 0.0, 1.0)
(3, [(56, 65), (56, 64), (56, 64)], 0.65, 0.71)
(5, [(55, 63), (55, 64), (55, 65), (54, 64), (54, 65)], 0.66, 0.33)
(8, [(55, 63), (55, 64), (56, 65), (55, 65), (54, 64), (54, 65), (56, 64), (56, 64)], 0.67, 0.28)
(1, [(55, 65)], 0.0, 1.0)
(1, [(54, 65)], 0.0, 1.0)
(2, [(56, 64), (56, 64)], 1.0, 1.0)
(1, [(56, 65)], 0.0, 1.0)
(2, [(55, 64), (55, 65)], 1.0, 0.0)
(3, [(55, 64), (55, 65), (54, 65)], 0.8, 0.23)
(2, [(55, 64), (55, 64)], 1.0, 1.0)
(1, [(56, 62)], 0.0, 1.0)
(4, [(55, 63), (55, 64), (54, 63), (56, 62)], 0.39, 0.45)
(3, [(55, 63), (55, 64), (54, 63)], 0.8, 0.23)
(2, [(55, 62), (55, 63)], 1.0, 0.0)
(1, [(56, 61)], 0.0, 1.0)
(2, [(56, 61), (55, 62)], 1.0, 0.0)
(2, [(54, 64), (54, 65)], 1.0, 0.0)
(7, [(55, 64), (55, 64), (55, 64), (54, 63), (54, 64), (56, 64), (55, 63)], 0.49, 0.44)
(4, [(55, 64), (55, 64), (55, 64), (56, 64)], 0.42, 0.76)
(3, [(55, 64), (54, 64), (54, 64)], 0.65, 0.71)
(5, [(55, 64), (55, 63), (53, 64), (54, 64), (56, 63)], 0.56, 0.48)
(4, [(55, 63), (55, 63), (53, 63), (54, 63)], 0.53, 0.72)
(1, [(53, 63)], 0.0, 1.0)
(2, [(55, 63), (54, 63)], 1.0, 0.0)
(3, [(55, 62), (54, 63), (55, 63)], 0.8, 0.23)
(3, [(55, 64), (56, 64), (57, 64)], 0.29, 0.42)
