,action_TFC,action_TFU,action_TNC,action_greedy,action_DFC,action_DFU,action_DNC,action_DNU,action_retreat
1532000F3215000F3215000F,-6.477984041423595,21.212172397147867,-16.01999676955146,41.80572670503411,25.704196005717442,26.842638151360212,24.448951596257448,25.776801693756802,-8.300579254046244
0533000F3215000F3215000F,25.90052376504055,39.39918936003352,17.56189754944952,31.149900311424535,31.176382843024335,29.265361508944697,22.516008789211924,29.559242576509405,19.729560223920913
0543000F3215000F3215000F,-1.059411263759353,3.1340140266790426,-7.046497116448839,7.014632481168222,2.2167760089341426,6.929673451159321,3.982006751128216,-1.3992853105086862,-0.10244345860022186
0542000F3215000F3215000F,-1.6687700209639535,37.124725831298896,6.818260064871891,9.315467792914806,11.059468599390986,-1.0714429065438535,15.643761013275777,12.681675791826375,-14.145683482047088
0534000F1315000F1315000F,27.949092529261144,26.66257838018651,12.286057850609769,26.99909365439758,25.445561251218567,-0.48750000000000027,33.33812396719219,34.561422295656754,15.317146988952612
0623000F3207000F3206000F,6.253708996197514,21.402721235437618,0.7153505708652919,16.70744409440286,35.90917218784564,23.524847165356167,23.250990325489596,12.29884281991335,23.871400069985782
00C4500F2700D00F4400D00F,0.0,-3.0,1.9634346350115006,2.167088244292934,0.0,0.0,0.0,0.0,-4.285299907174949
00B6100F4300B00F4300B00F,0.0,0.0,-4.5,28.6121343428806,0.0,2.564661426480198,1.0136840889480911,0.0,0.0
00B4500F2430B00F2700B00F,0.0,0.0,-0.8925,-3.0,0.0,-1.5,0.0,-1.5,-2.3249999999999997
0082000F2106000F2206000F,0.0,0.0,0.0,0.0,-0.1499999999999999,0.0,-1.5,7.871008853501129,0.0
A200000F2207000F2207000F,0.0,16.396114198680802,0.0,16.07195035480698,42.41299395565076,32.30812209636068,0.0,0.0,29.440254410793187
terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532000F3315000F3215000F,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0
1541000F3305000F3305000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0430000F3140000F3140000F,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0541000F3305000F3305000F,0.0,0.0,0.0,-6.825,-2.25,0.0,-18.0,0.0,-10.5
1533000F3315000F3215000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0
1532000F3215000F3305000F,0.0,0.0,-16.5,0.0,0.0,0.0,0.0,0.0,0.0
1532000F3305000F3305000F,-11.036641161708767,0.0,0.0,0.0,0.0,-12.0,-1.8505178499125474,0.0,0.0
0532000F3215000F3305000F,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0
0532000F3305000F3305000F,13.83235040469893,34.58984931510073,5.745929525906147,38.17955898738531,26.435421845843976,32.791468691741464,46.057362034275144,24.199702170077142,-5.402142263909868
1532000F3306000F3306000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092000F3206000F3206000F,0.0,0.0,0.0,0.0,-0.4720773897854329,-10.5,0.0,0.0,19.300836452928625
1082000F3206000F3206000F,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0
1083000F3207000F3207000F,0.0,0.0,0.0,0.0,54.426547118003,0.0,0.0,0.0,0.0
1081000F3106000F3106000F,0.0,0.0,0.0,0.0,0.0,27.375,0.0,0.0,0.0
0621000F2206000F2206000F,0.0,25.157601726122973,0.0,21.137803191172363,0.0,82.90944012417509,0.0,0.0,0.0
D000000FD000000FD000000F,12.100807892030694,0.0,0.0,11.10794447268545,11.693381779971642,20.640828066612805,8.086849190506296,2.8522355547361675,17.302943912106684
1533000F3215000F3215000F,-14.966619232258912,-11.25,0.0,43.16418148565772,0.0,0.0,0.0,-17.737499999999997,0.0
1532000F3315000F3315000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0
1092000F3306000F3306000F,0.0,0.0,0.0,0.0,-10.5,0.0,0.0,0.0,0.0
1080000F3105000F3105000F,0.0,0.0,0.0,0.0,0.0,0.0,24.375,0.0,-6.0
1080000F2150000F3050000F,-7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093000F3208000F3208000F,0.0,0.0,0.0,0.0,14.0625,0.0,0.0,0.0,0.0
1095000F3400900F3400900F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0081000F3206000F3206000F,0.0,0.0,0.0,0.0,0.0,67.2783280129014,0.0,0.0,0.0
1093000F3308000F3308000F,62.84110725200871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00A4000F3308000F3308000F,0.0,0.0,20.642751634907903,34.08886056283708,0.0,0.0,0.0,0.0,0.0
0534000F1415000F1315000F,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0
0623000F3206000F3206000F,-10.51395812553479,37.5386875117567,1.691411186869436,32.57197556597105,42.21578337630546,35.90026862907564,30.38479184913576,40.531913216872354,26.163773697600202
00A2000F3207000F3207000F,0.0,0.015843749999999712,-3.78196875,0.0,0.0,0.0,-8.256993315135777,12.482715725671673,0.0
00A2000F3107000F3207000F,0.0,0.0,0.0,0.0,-1.5,0.0,10.914273727139165,0.0,0.0
00A2000F3108000F3107000F,0.0,0.0,0.0,0.0,3.0,5.175,0.0,0.0,0.0
0085000F3209000F3209000F,0.0,-1.5,-3.378615798061011,0.0,13.074294374892013,0.0,15.899574990643693,29.223033323397587,12.806900235064392
0631000F2206000F2206000F,0.0,0.0,14.022479919063958,0.0,0.0,0.0,0.0,0.0,0.0
0092000F3207000F3207000F,0.0,6.983055176011273,0.0,-0.41115913038383844,0.0,0.0,8.203101158336356,-1.38342983012706,0.0
0552000F2315000F2315000F,-10.464548950604438,33.23342823804749,12.970745064070858,22.870598069753083,44.44068612737628,31.025287388264914,0.0,30.14915859960885,-5.992113481191851
0542000F3215000F2315000F,0.0,-5.633260067630861,0.0,0.0,-4.5,0.0,0.0,5.079320319371205,0.0
