,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F0F0F0F0F,-3.0,-1.5,-1.2300000000000002,-2.2157999999999998
0FFFF00F0F0F,0.0,0.0,-0.6000000000000001,-0.9
F0FF0F0F0F0F,0.0,0.0,0.0,-2.4000000000000004
FFF00F0F0F0F,-2.1,-1.2000000000000002,0.0,0.0
F00FFF0F0F0F,0.0,0.0,1.5270000000000001,0.0
0F0FF00FFF0F,0.0,0.0,0.0,-1.8
0FF00FFF0F0F,0.0,0.0,-1.2000000000000002,0.0
F00F0FFF0F0F,0.0,0.0,0.0,-1.5
0FF0FF0F0F0F,-1.092,0.0,0.2622,0.0
0FF00F0FFF0F,0.0,-0.6000000000000001,0.0,0.0
0F0FFFF00F0F,0.0,0.0,-1.2000000000000002,0.0
