,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F,-0.6000000000000001,3.6469611118228573,0.0,0.0
F0F0,-1.1100000000000003,2.762942067091873,-0.8552719974689225,-0.41999999999999993
460F,0.0,0.17779525968144874,0.8739730635329092,0.0
AB0F,0.0,0.0,0.6787211422977788,0.0
FF0F,0.0,1.4687110646479464,-0.846,-0.37533467877414006
0FFF,0.0,-1.038,-0.01585598576951619,0.0
C90F,0.0,0.0,-0.411,0.0
6BF0,0.0,0.0,0.0,-3.6
0A0F,-0.7590599999999998,0.0,0.0,0.0
F0A9,0.0,0.0,0.0,2.4140940000000004
B6F0,0.0,-0.39588,0.0,0.0
46FF,-1.2000000000000002,0.0,0.0,0.0
8A0F,0.0,0.0,-0.6000000000000001,0.0
8B0F,0.0,0.0,0.345708,0.0
FFFF,0.8553840340015074,0.0,0.0,-0.278412852
0FAB,0.0,0.0,-0.30000000000000004,0.0
