,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
92,-1.5,0.0,-1.2000000000000002,18.28108364729495
95,-2.6332920606931145,-4.468581537962293,-0.9131780769866571,1.3114283719380284
78,-1.0676621823089625,-0.528561874227314,-2.4000000000000004,1.1904688347814214
97,5.913499201436106,-0.8555927903583175,-3.0256849484263135,-1.9369680081107201
46,-2.7189012172054534,-1.3393205884703352,-2.955184678207151,-2.144541360202136
C3,-3.2528736683888955,0.6685496119862431,-3.6452543993181665,-5.165416950124206
F0,-4.73155678577358,-4.043742725305393,-3.619969178589459,-2.0147427343889417
0F,-4.8029679992835055,-2.481447928420386,-4.492607617867419,-2.8855318840877224
X,3.6116955980623753,3.342972515962348,3.7558527108303648,5.244998962188616
terminal,0.0,0.0,0.0,0.0
86,-1.5200106690780204,-10.107721769427414,3.2186335695405206,-4.768714571180024
A5,-1.8625739873183826,-4.329116208845417,-1.333286113545493,-2.2146217556813563
94,-2.0997728795540485,-1.6427258227414332,-1.56,0.6196352485518395
AB,2.436655416818338,-1.0104834718675213,-1.257406707387499,-1.810923423050724
A4,-1.7337738792283957,-1.7007786632387571,-3.4060579117093086,-2.0572975043082344
67,-0.8528709821474695,0.21167825548094754,-0.6000000000000001,-1.3140280388291434
76,-1.8193928195076285,-1.2000000000000002,5.164413116023633,-1.28092104177
87,-1.502221683553412,-1.9276237845606659,-2.4622130818008086,1.884489252235492
8B,-0.4970181595294264,-1.289191104130101,-0.2104413479703121,0.226194896522176
77,3.657558693755801,-5.131025888598009,-5.619281752693076,-7.0639586185550804
79,-1.5110386533261644,-0.9859560574599229,-1.5,0.8464686635527641
68,-2.05455371981552,-2.746073511308364,-2.2507598701379314,1.2186482566971593
96,1.3428815582340983,-1.84646772288291,-0.7452577956668812,-1.56259914475803
A9,-1.7913176481473372,4.551187116048666,-1.8500985943357315,-3.778425393389389
D4,-0.9,0.0,0.0,0.0
4A,-2.6553105497292013,-2.7776937754643214,-5.049136440896171,-2.824284939392121
59,-2.3530166587245214,-0.09731276962063751,-2.1534740409188347,-1.3116190700295367
