action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000,action_TFC_025,action_TFU_025,action_TNC_025,action_TNU_025,action_TFC_050,action_TFU_050,action_TNC_050,action_TNU_050,action_TFC_075,action_TFU_075,action_TNC_075,action_TNU_075,action_TFC_100,action_TFU_100,action_TNC_100,action_TNU_100
-14.325,0.0,0.0,-2.1675000000000004,0.0,22.35,-2.1675000000000004,1.9162499999999998,-3.0,0.0,3.8324999999999996,-3.0,24.0,0.0,0.0,19.5,0.0,-13.65,0.0,0.0
-5.744247015394278,3.6520208294162706,13.656078558969075,-17.597558818784492,3.0,33.08700700448095,22.12100314301872,-2.80525758228955,-27.085552308148266,15.726270658354451,31.476468750000002,-1.244888140585802,38.066725390782416,-13.553609211400468,11.103896424921627,69.07945767580435,-7.29405659802022,-4.1153786446552765,-7.5,6.689156099360947
-21.549169267473612,7.9685335071677414,-18.044588181792463,-5.7546226093934045,-16.400527789330333,26.92992905103957,13.004343411488104,-1.403514273799811,-9.19170202332486,-4.522108614763583,20.664813771692618,-0.8275542908386055,76.53255436899661,55.484452852392316,23.342131902569612,83.86694012863995,14.624083456472924,15.978788141344507,11.767880862592982,1.0921791626813135
-6.657169628641039,24.803904590890774,-29.501294719756473,-14.015002705367055,-7.880689461944837,32.18904465776885,2.2603657622251383,12.995281612787462,-6.246158415762773,20.96108525714333,21.420961501950014,19.17655334283384,83.73369421143853,48.400338021344965,33.91232491438225,67.53362356904849,12.526511482438632,41.28141583177211,20.44297870482167,1.6369812273244317
1.4623891570671088,23.59006242723884,-22.583046271319933,-22.09582659059693,0.13477069577715284,33.76567429196285,3.2258765369127804,35.22792992375575,-7.104077221620804,23.453611059894513,7.012839798541076,29.97844108597942,95.30207811377036,51.54627275600011,17.133597657092395,82.0508699483677,11.23590947268514,41.396738731413876,44.2541788599909,1.446936740520103
23.880219957815182,41.46824439364461,-19.879053083918603,-24.978992493308535,-11.07511404942656,39.24775832985125,-15.51784608133269,44.757187557394985,-2.4549169221696694,25.729375293463605,10.56786472771121,13.103371644227515,153.61379348046808,59.73414186133202,-5.012295506128211,61.81634904444131,35.76260972508508,40.052277860542944,46.69074339759764,0.9218998516828965
27.346743392426376,48.26753604512622,-21.329532625471476,-24.92155056685438,-32.404307257500605,47.475731491735445,-15.6341043481175,36.657532994016734,1.923632973882551,24.615174597332704,10.997999672125342,30.24342059329261,149.77477468877817,70.44368234950224,-3.2941660413313762,82.24490776643802,29.209439411192882,31.545962909977515,41.06825321764566,10.294366758602752
43.56373463148467,48.32428201249827,-30.745819236236773,-13.637758757264404,-16.472299755742572,42.74646023711125,-12.22919664981426,55.05873325519135,7.016132323990423,31.73661738488635,-3.1374191392786255,29.75034018353931,161.55292620941003,73.0227924657372,-21.470148338276783,92.5438253076398,27.900956010253687,42.90244608116261,18.100065246450978,-3.5232708839143942
35.22742688997519,37.155498326008626,-17.39410327561489,-2.200355674125836,-11.499777154213938,59.268961267457485,-14.622786002672553,70.44108361438919,4.101395200951616,33.033401531285094,-9.680487729669078,27.574692181195104,165.7240678930213,67.4042973562904,-2.711542773143581,84.92717588601761,26.11742653179576,34.79007370766773,17.700417098188947,7.603465362396182
15.054134819192154,35.960151601122185,-5.1664619054401975,11.748292719480707,-27.286960503574686,39.2388584285343,-14.177020175439418,70.24035889149894,5.395577161958428,57.272732919621795,17.445278856616554,42.95618050242381,150.7531249304878,55.2698941411642,-17.44058854149553,122.61377339562871,7.773012427953761,84.15761358432798,29.774852063069947,27.186585088352253
