,action_TFC_finish,action_TNC_finish,action_greedy,action_noise
10A4100F3300B00F3300B00F,-4.666325809920135,-13.225442699102288,-7.116976004232181,-0.9137408415649602
20C3400F4310C00F4400C00F,-8.102978691380443,-15.666423666972351,-6.587400317707318,1.0409929471626076
100F400F4400D00F4400D00F,-1.201621021104818,-2.4000000000000004,2.456551625922411,-0.09630000000000005
1094100F3300A00F3300A00F,-1.794500243086535,-3.7067274056843647,0.9114971216359942,1.3552971606799002
10A5200F4400B00F4400B00F,0.0,1.241441223592421,0.0,3.1948279200716074
00A5100F4200A00F4200A00F,-0.6000000000000001,0.8084696961218796,0.0,0.21565470283959834
00A2000F2207000F2207000F,-0.602583195589961,-1.08,0.9137881784894478,3.231764954313919
00A2000F2109000F2109000F,-0.7153140074810123,-1.0902385049367456,-0.5744937819571454,0.4783019632864635
00A2000F2208000F2208000F,0.21569441077987392,-1.039857190539126,0.8131541566220168,3.487522949445088
0622000F2106000F2106000F,0.08174292631633084,0.3202443568779355,0.9283733467743043,0.022800000000000008
0620000F1160000F1160000F,0.0,-0.6000000000000001,2.061447980860071,0.016015222150643837
000C000F000C000F000C000F,-0.011844620985056366,-3.3009967364129604,-0.00524594540338603,-0.00352052842768251
0080000F0080000F0080000F,-0.007294418440333503,0.00040356641176731556,-0.0009085591396094844,-3.72556776852756e-05
1000F00E1000F00E1000F00E,-0.006676685508081639,-0.0024554548686961464,-0.001260126118261198,-0.005127322434155995
terminal,0.0,0.0,0.0,0.0
10A5100F4400B00F4400B00F,-2.49,-1.2000000000000002,-0.9104692547550177,1.3732660259395644
1094100F3200A00F3209000F,-0.5910000000000001,-1.192096572634498,-0.5413150159455014,-0.5999991
00A6100F3400B00F3400B00F,-4.3454999999999995,-3.5801717382800193,0.7661244074828879,-2.19771763287011
00B3100F3200A00F3200A00F,-0.5689591784782758,-1.209006739439384,-0.273,-1.1573236094883346
00A3000F3209000F3209000F,-0.47761494500171153,-2.951200289208013,-0.8702420161190996,2.6384205361115596
00C5500F4320D00F4320C00F,0.0,0.0,-0.3486,0.0
00C5500F4330C00F4330C00F,0.0,-1.5,0.0,0.0
00A5300F3220B00F3230A00F,0.0,0.0,0.0,0.0
1083000F3207000F3207000F,7.088987919763403,0.0,4.512638894271557,0.9000442547124227
A200000F2207000F2207000F,2.789707649271805,0.7855535273267784,1.1764723471414507,1.2316891601476903
D000000FD000000FD000000F,-0.0041680258944003,-0.013201790116535595,-0.004622534650675521,-0.013332315168668866
00A6100F4400B00F4400B00F,0.0,0.0,0.0,2.587032371735804
00A6100F2500B00F2500B00F,-0.5916894000000001,0.0,0.0,0.0
00C6300F3330D00F3330C00F,0.0,0.0,0.0,-0.29993512275863393
00C4600F3330D00F3330D00F,-1.2000000000000002,0.0,0.0,0.0
00B6100F2500B00F2500B00F,-0.30000000000000004,0.0,-0.02999999999999997,-0.2999577237186609
0520000F2050000F2050000F,-0.5906627138363959,-0.6000000000000001,0.009000000000000001,3.934595838597555
10C3400F4500D00F4400D00F,-3.230219418186039,-0.8596667009934607,0.9778054958690938,4.983049708959479
00C2100F4200A00F4200A00F,-0.6000000000000001,-0.5910000000000001,-0.6000000000000001,1.763327768497144
00B6200F3500B00F3500B00F,0.0,0.0,3.379123115238466,0.0
00A2000F2108000F2108000F,-0.7850372111905425,-0.3542465376060568,7.255468501988201,1.2684999322686132
10B5200F4310B00F4310B00F,0.0,0.0,0.909,0.7800000000000001
00B4000F3200C00F3200C00F,0.0,0.0,2.5249126550911725,0.3058554883689854
0095000F220A000F220A000F,-0.20605987468308853,0.11618214508672914,0.6359364992254485,5.092582844185862
00C5300F4400D00F4400D00F,-4.7154,-3.004707647351806,-1.8,1.7963679235837557
00B6300F4220B00F4220B00F,-2.8800000000000003,0.0,0.9087000000000001,2.999397
00A5100F3400B00F3400B00F,-0.6000000000000001,-1.70804975962512,1.123502058807857,0.31215392327933933
00A5200F4400B00F4400B00F,0.0,0.0,-0.30000000000000004,0.8865635999999999
0080000F2060000F2050000F,0.0,0.0,-0.30000000000000004,0.0
0093000F3108000F3108000F,-0.2817009592648767,-0.9286606522674128,-0.49070612951075926,0.17512206230867666
00B2100F2400A00F2400A00F,-1.2000000000000002,-0.572801694059734,5.633941119632961,1.5160811863320114
