action_TFC,action_TFU,action_TNC,action_greedy,action_DFC,action_DFU,action_DNC,action_DNU,action_retreat
-27.0,66.0,-3.0,-31.5,0.0,-6.0,-24.0,-13.5,39.0
-139.5,43.717232092796635,52.92215976562501,-94.275,-25.875,43.340625,18.51534375,117.481875,-91.5
-201.32823486492504,99.95244283991875,68.70108147437358,-108.51375,-33.78635878710937,17.318811093749996,69.4748023165786,104.93268046875001,-153.12273215412074
-286.04012761980783,69.94084059670513,4.418501198192018,-70.3200682238917,-40.451956890749386,-6.151216762587069,49.76340758194212,246.9596819927691,-204.10368093126834
-355.0381637921878,143.46543008104166,-43.997605659977665,-59.696927598891676,-93.28832485281845,155.16867788386406,-8.213677387442509,195.85142172270074,-318.62625388759494
-376.81653451910756,150.21092034537867,-69.51213106840304,-6.6493227974908535,-110.23123664402925,171.701739305263,9.887655001450554,237.17192947645364,-368.3628648010058
-415.06776829495914,132.4931653126314,-82.96248712712818,8.170393822523891,-96.2703911394735,138.3323647364195,51.06787337250378,223.72294181582333,-364.2842008638039
-457.2399272468394,163.8186266903853,-140.11282757401017,24.613235326885558,-63.23944553525868,134.5253083654507,44.38864710165501,227.6484377580482,-417.8946636730802
-563.5541857726893,135.1296012298238,-16.74859256916627,87.48171601339612,-61.41406119762385,100.18482422596922,-7.158974424712728,242.18913084238972,-500.97532461566755
-581.3792740728745,128.30850220962566,-45.96750989557899,115.19380102542033,-34.31114984609114,101.36024059929075,-11.415710733481454,252.80313747874578,-526.1524641141496
-611.9268871512492,161.26214536227872,-71.18504297987317,169.64127141940816,-25.97601048545156,117.67343963229571,-56.86819356490004,240.9549831836557,-579.5509163212414
-622.5502568316383,122.59250214224855,-156.1486925131387,159.21247204278416,-23.289625444809488,121.16386274442468,-32.087713917861905,184.2189682203845,-611.1362410625243
-638.6938776675611,134.9372170051004,-198.52610312790833,182.0267593469615,-38.94305509154239,159.52671595210552,22.217985986584694,174.61620580032087,-680.6619932667603
-672.994292364817,188.90666986326465,-168.80553310405656,128.71423098672003,41.12979225679621,139.57548875722637,47.28796652026053,171.5308797814028,-732.2510273857895
-687.1903929115381,168.1470193789614,-195.0204615868251,130.15688998613393,70.97944192859646,220.2300385776545,59.828654536713834,204.67223731399744,-764.7806732325785
-722.1673809152611,105.12125539577056,-216.63250238134174,91.56571933344577,85.19534463711989,278.64445714160104,118.05860350843133,234.96079762394186,-764.6469666343013
-720.1430284301595,129.23617515940725,-216.7542320725926,122.60541352984,133.31890425174572,253.9192159631641,123.02533683606312,333.2078614959041,-803.7074911865975
-729.4922679522916,128.96701025742416,-254.5879343596901,86.55954195910492,154.63769882559203,250.91040203780176,137.05544531053505,332.073900394922,-834.6862336485208
-785.8711606341668,149.3120662094688,-208.03563033872243,101.43613280366262,167.6411334515134,269.264866016059,116.34881647512151,313.33629943301503,-879.4663449293907
-866.4242677778163,172.69410462481943,-191.90459252732254,98.1147172196555,185.98009294888766,282.78598720371537,183.99502166592558,281.9809556095513,-836.1972659506177
-847.0381074585086,160.79130471509734,-219.08380984074614,105.9456184526159,135.06442430927353,360.5116087778157,225.4222662490157,280.7589319207264,-853.6245829186225
-878.1194748142474,242.26948746821608,-217.33983524980738,55.38986318922849,117.21955457439049,308.7324926815376,180.43331000926992,262.35415909016234,-809.0783552390933
-873.7844392849627,242.80673600558015,-273.96277284289556,92.92750335495003,132.700972370711,321.19261287647583,141.12345410069815,306.77818925625496,-814.3205427943944
-936.8863196555196,250.85903018284924,-320.7015214789371,139.3188645003144,129.52102615615442,325.3116926716209,222.4588480089512,316.59517311838056,-947.1858474793789
-997.2042501380906,223.14138471421307,-384.3403686394021,197.6922252122822,128.49584834053957,388.6466360734488,166.4452506541874,345.96486712908995,-1009.830475544637
-974.339047730676,281.1096452767114,-384.90624489287916,228.19298516033354,121.02951687725007,316.2244058619915,146.11186138971055,339.52615115159966,-1029.041878316132
