,action_TFC,action_TFU,action_TNC,action_greedy,action_DFC,action_DFU,action_DNC,action_DNU,action_retreat
30A4200F4310B00F4310B00F,-22.19625,38.56687355875448,19.760398697859372,-27.0,17.00391458281446,12.303384790179027,17.620489106524406,5.77710764701207,-39.14195812961289
300F300F4510C00F4410C00F,-4.50228474091538,0.0,0.0,-4.367148759832997,0.0,-3.0,-6.0,-8.930558220884684,-12.0
300D600F4410C00F4410C00F,-6.0,15.07715753235035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200F200F4310B00F4310B00F,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200F200F4400B00F4400B00F,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
20A3200F4300A00F3400A00F,-7.5,-3.075,0.0,-0.825,0.0,0.0,-18.0,0.0,0.0
20A3100F4300B00F3300B00F,0.0,0.0,0.0,-13.5,0.0,-12.0,0.0,0.0,0.0
200F300F4310C00F4400C00F,-3.0,26.461471171900445,-4.91390114066267,-3.0,-3.47009058223334,2.7838066969691155,-10.38946875,-8.516677969423437,-18.0
200F300F4400C00F4400C00F,-11.913667499999999,19.761049359380287,-13.616245136371678,1.6094643397994783,8.65958834652715,-0.5083410418695795,-10.759432922777476,-19.231165501085584,-11.953125
200E100F4300A00F4300A00F,-10.5,-4.5,-16.0595625,5.508281698311372,-6.0,-6.0663,-4.9875,-3.0,-4.2395625
2094000F3209000F3209000F,-7.5,-10.65,-13.5,-4.5,-7.5,-7.5,-12.0,-6.0,-19.5
200F300F4400D00F4500D00F,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-12.0
200E200F3400A00F3500A00F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0
300F300F4420C00F4420B00F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083000F4207000F3307000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094000F4208000F3308000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.347603243253005
1095000F4300900F4300900F,0.0,5.629687499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D000000FD000000FD000000F,12.346355383727765,14.95783008075918,4.302975773028027,4.781082224878793,11.561574450327463,10.767976268901123,3.678828878205209,11.928629842505625,14.74373928386617
terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094100F4300A00F4300A00F,0.16875,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0
1083000F3109000F3109000F,0.0,0.0,0.0,-13.5,0.0,0.0,0.0,0.0,0.0
2083000F3208000F3208000F,0.0,-7.5,-19.5,-10.5,-18.0,-4.5,0.0,0.0,-19.5
2084000F3308000F3308000F,-15.0,0.0,-10.5,0.0,0.0,0.0,0.0,-1.65,0.0
2094100F4400A00F4400A00F,-4.5,-0.281505874490521,-6.0,-7.5,-0.6877522387150528,-6.75,-1.2053657195755214,-9.0,-13.684297519665995
300F300F4410B00F4410B00F,-13.5,8.25,0.0,0.0,0.0,-2.2106250000000003,-7.5,0.0,0.0
2094100F3310A00F4310A00F,0.0,0.0,-13.5,0.0,0.0,0.0,0.0,0.0,0.0
2085000F3308000F3308000F,0.0,0.0,0.0,-15.0,-9.0,-6.0,0.0,-7.137548528269877,0.0
300F300F5310B00F4410B00F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084000F4308000F4300800F,0.0,0.0,0.0,-4.5,0.0,0.0,0.0,0.0,0.0
1073000F3206000F3206000F,0.0,0.0,0.0,0.0,0.0,0.0,59.98722699053224,0.0,0.0
2084000F4207000F3307000F,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,0.0,-15.0
1093000F4208000F3307000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0
9520000F2400900F2400900F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.947471541185422,0.0
A200000F2207000F2207000F,8.449145685736596,0.0,16.86752811333436,0.0,0.0,0.0,8.695517213933547,9.140671980659224,45.64302692837926
300F300F4410C00F4410C00F,-27.58125,1.0741942113714078,-10.48362811482692,-5.568007717881569,-10.630281125910471,-5.569262816329639,-5.409574840911711,-8.286814431407972,-15.0
300F300F4400C00F4400C00F,-12.0,-7.5,-17.525590389959703,5.3155055789886365,0.0,-9.24954043825957,-6.705285135292389,-6.047109246472926,-15.104804282193674
300D100F4400A00F3400A00F,0.0,0.0,0.0,0.0,0.0,14.203125,0.0,0.0,0.0
20A4100F3400A00F3400A00F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0
20A4200F4400A00F4400A00F,0.0,-0.7061971642555633,0.0,0.0,-2.175,-7.884538764852228,-4.5,-8.166655516891822,-10.5
10A3200F4300B00F4300B00F,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10A3100F3209000F3209000F,0.0,0.0,-10.199355915611061,-1.9125000000000005,-6.0,-3.0,0.0,0.0,-12.0
10C4300F4400C00F4400C00F,-1.2209832121838797,11.674400700317378,-4.3325044000773225,8.516573159436845,12.996224314632457,12.368456580297037,1.122341023976281,7.524531609619239,-20.126708141522105
10B3100F4300B00F4300B00F,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,12.24502554889701,0.0
1094000F3208000F3208000F,-9.0,0.0,0.0,18.526757113092835,-3.0,-3.0,2.6399976863051604,0.0,0.0
00A3000F3208000F3208000F,-0.5735074230290351,0.7999629508732107,-4.5,0.0,11.781438708914223,1.5933939222138491,0.0,2.944737853630265,-3.0
0092000F3107000F3107000F,0.0,0.0,0.0,0.0,-7.5,4.06735498802726,0.0,0.0,0.0
0091000F3007000F3007000F,0.0,0.0,0.0,0.0,0.0,4.056949914585266,0.0,0.0,0.0
1083000F3108000F2108000F,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,0.0
1083000F3207000F3207000F,14.698788365457386,22.60286365607783,26.446775920162302,-10.5,67.99527286219555,0.0,0.0,42.01195557251424,0.0
