,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
ABFF,-0.45,0.0,0.0,0.0
F0F0,-0.5,-0.95,-0.88663455,-0.5
terminal,0.0,0.0,0.0,0.0
FF46,0.0,0.0,0.0,-0.5
46FF,-0.044550000000000006,0.0,0.0,0.0
FFAB,0.0,0.0,0.0,0.0
