,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0F0,-2.4286603550000003,-3.7396905,-2.119715821242855,-2.6554247550000003
C3FF,-3.3805500000000004,-3.3360000000000003,-3.2160020145000003,-2.496681108855
ABFF,-1.0,-1.3277682044999999,-1.0,-0.9
FFAB,-1.09,-1.20144745,-1.09,-0.19270143829480502
