,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
ABFF,-3.2703338022062054,-2.6555782169255,-3.8024531767609293,-2.701579645
F0F0,-1.0527566805,-1.9931012463695001,-2.02032955,-1.09
FFAB,-1.11240672951245,-1.064358787318695,-1.495,-1.541454216805
C3FF,-0.540095,0.0,0.0,0.0
D4FF,0.0,0.0,0.0,-0.045000000000000005
F0FF,-0.5810000000000001,0.0,0.0,0.0
