,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
C3FF,-1.1642740283966435,-1.142782642824053,-0.09268275868150593,-0.8590924886175745
FFC3,-1.278946982965404,-1.2842246492462626,-0.09931759405154386,-0.906074735662181
terminal,0.0,0.0,0.0,0.0
B6FF,-0.027853878234825654,0.0,0.0,0.0
FFAB,0.0,-0.550557574771679,0.0,0.0
F0F0,0.0,0.0,-0.01647844181205765,0.0
