,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0FF,0.0,0.0,0.0,0.0
C3FF,-3.1672265021270354,-2.85,-3.08561,-4.2921933268595005
FFF0,0.0,0.0,0.0,-1.5
FFC3,-1.08676324715,-0.95,-1.56349190771065,-0.545
F0F0,-0.24625905543958498,0.0,0.0,-1.0
88FF,-1.5,0.0,0.0,0.0
B6FF,-0.5339870735,0.0,0.0,-0.6795500000000001
FFAB,0.0,0.0,0.0,0.0
FF46,-0.6948500000000001,0.0,0.0,0.0
46FF,-0.22163314989562652,0.0,0.0,0.0
ABFF,0.0,0.0,0.0,0.0
