,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0F0,-2.682271795645,-3.3455000000000004,-1.94455,-1.9875245000000001
C3FF,-1.150255,-0.04050000000000001,-0.5,-1.0
ABFF,-0.9419405000000001,-0.99455,-0.6574500000000001,-2.89455
FFF0,0.0,0.0,0.0,-0.5
F0FF,-1.995,-1.56596239855,-0.5900000000000001,-0.58469405
46FF,0.0,-0.1750095,0.0,0.0
