,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
87FF,-0.9,-0.8955000000000001,-1.0,-1.793161805
FF87,-0.5,-0.48645,-0.5,0.0
A8FF,0.0,0.0,0.0,-0.5
C3FF,-0.5405000000000001,-0.07780500000000001,-0.5,0.0
F0FF,-0.545,0.0,0.0,0.0
