,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0F0,-0.5,-0.5,-1.0,-0.5
C3FF,-0.95,-1.5,-0.5,-1.4500000000000002
FF46,-1.045,-0.5,0.0,0.0
46FF,0.0,0.0,-0.45,0.0
FF87,0.0,-0.5,0.0,0.0
FFAB,0.0,-0.5,0.0,0.0
FF77,0.0,-1.5,0.0,0.0
