,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0FF,-5.651548560131441,-6.0985361911245,-6.486634294386468,-5.508279076060963
ABFF,-6.601069175460536,-4.341104419277187,-5.28640545660592,-4.40375455
FFF0,-3.51965407680057,-3.27328354563748,-4.076726731762568,-4.751627955461508
FFAB,-0.7193093260097938,-0.7692953438795,0.0,-1.5855000000000001
terminal,0.0,0.0,0.0,0.0
