,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0F0,-7.415764300422891,-8.58362567085943,-5.844676872717861,-7.576450394842942
C3FF,-1.7129660910258155,-1.1302926893587828,-1.2861415000000003,-2.1725558168973764
FFAB,-3.5499526492287856,-3.235053606856976,-3.2383835847208604,-3.05527623892947
ABFF,-4.371081192187221,-4.6856783126302455,-4.58706762333077,-6.137526273069317
terminal,0.0,0.0,0.0,0.0
