,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0F0,-22.283881548433058,-12.369651879187717,-20.896421598589463,-21.313977397800375
terminal,0.0,0.0,0.0,0.0
FFFF,-3.357203875754614,-3.5212993814094116,-5.371867235255776,-4.052859863411069
