,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
98FF,0.0,0.0,0.0,0.0
ABFF,-1.0,0.0,-0.5,0.0
FFAB,0.0,-1.5,0.0,0.0
C3FF,0.0,0.0,0.0,0.0
F0F0,0.0,0.0,-2.4000000000000004,0.0
87FF,0.0,0.0,0.0,0.0
