,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
D4,-1.4,-0.5,-1.0,-1.0
46,-1.0,-0.32297873966922386,-1.5,-0.9405000000000001
terminal,0.0,0.0,0.0,0.0
