,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
F0F0,-1.0,-1.5,-0.45,-1.0
C3FF,-1.4,-2.85,-0.045000000000000005,-1.0
ABFF,0.0,0.0,0.0,-1.0
FFC3,0.0,0.0,0.0,0.0
87FF,0.0,-0.5,0.0,0.0
FFF0,0.0,-0.5,0.0,0.0
F0FF,-1.0,0.0,0.0,0.0
