,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
FFAB,0.0,0.0,0.0,0.0
C3FF,-2.3703469305124503,-2.5163928999999996,-2.8201476472431297,-2.7519405
87FF,0.0,0.0,0.0,0.0
FF88,0.0,0.0,-0.04050000000000001,0.0
ABFF,0.0,-0.5,0.0,-0.545
FFB6,-0.545,0.0,0.0,0.0
FFC3,-0.6654101450000001,-1.3852691064496,-0.32573433919500006,-0.5
B6FF,0.0,0.0,-0.5805950000000001,-0.08100000000000002
FF87,0.0,0.0,0.0,0.0
A8FF,0.0,-1.507297695,0.0,0.0
