,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
ABFF,-1.0,-0.4455,-1.0,-0.95
FFC3,0.0,0.0,-1.0,0.0
FFAB,-0.495,-1.0,-0.5,-0.5405000000000001
FFF0,-0.5,-0.5,0.0,0.0
F0FF,-0.95,-0.5,0.0,0.0
C3FF,0.0,-1.0,0.0,0.0
F0F0,0.0,-0.5,-0.5,-0.5
terminal,0.0,0.0,0.0,0.0
FFFF,-0.5,0.0,0.0,0.0
