,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
FFC3,0.0,0.0,0.0,0.0
C3FF,0.0,-0.5,0.0,-1.0
87FF,0.0,0.0,0.0,0.0
F0F0,0.0,0.0,0.0,0.0
