,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
87,-9.479080663173354,-10.351087094635655,-8.788516643431784,-8.640899425772222
AB,-2.3112497084366916,-1.0,0.0,-0.584645
C3,-0.2576689098173221,-0.08955000000000002,0.0,-0.5
