,action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
ABFF,-3.3803828944046868,-2.9957811462621176,-3.4252770484292046,-3.8765830222307236
FFAB,-2.702295093286546,-2.5461792143200004,-2.3038680889594256,-2.4891
F0F0,-2.55176824478779,-1.74166145331845,-2.3442086554769777,-1.7562595258081002
C3FF,-4.351569498444484,-5.663865910585726,-5.044019504762557,-4.279216358971455
46FF,-1.0076056205000001,-1.2404705777433724,-1.2182594050000002,-1.1581435049000002
FF46,-1.2293103636391292,-1.0173608953703,-1.0855000000000001,-1.9702244193096479
F0FF,-1.12019,-2.1780487515205,-0.19006245000000002,-0.45
FFF0,-1.1472118669248992,-0.5081000000000001,-0.3051007131496648,-0.08100000000000002
FFC3,-2.439094071752999,-1.4439420145000001,-1.9344070163326772,-1.477408480692724
