0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	6
7	7
8	8
9	8
9	9
10	10
11	11
12	12
13	13
14	0
14	14
15	15
16	16
17	17
18	17
18	18
19	19
20	20
21	21
22	20
22	22
23	23
24	24
25	25
26	25
26	26
27	0
27	14
27	27
28	15
28	28
29	5
29	29
30	30
31	17
31	18
31	31
32	32
33	33
34	34
35	19
35	34
35	35
36	8
36	9
36	36
37	10
37	37
38	11
38	38
39	12
39	39
40	17
40	18
40	31
40	40
41	5
41	41
42	42
43	5
43	29
43	41
43	43
44	42
44	44
45	45
46	5
46	41
46	43
46	46
47	47
48	23
48	48
49	10
49	37
49	49
50	25
50	26
50	50
51	23
51	48
51	51
52	0
52	14
52	27
52	52
53	1
53	53
54	5
54	29
54	41
54	43
54	46
54	54
55	33
55	55
56	5
56	29
56	41
56	43
56	46
56	54
56	56
57	2
57	57
58	58
59	20
59	22
59	59
60	8
60	9
60	36
60	60
61	20
61	22
61	59
61	61
62	25
62	26
62	50
62	62
63	17
63	18
63	31
63	40
63	63
64	5
64	41
64	43
64	46
64	54
64	56
64	64
65	5
65	29
65	43
65	54
65	56
65	65
66	66
67	32
67	67
68	6
68	7
68	68
69	8
69	9
69	36
69	60
69	69
70	10
70	37
70	49
70	70
71	13
71	71
