action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
0.0,0.0,0.0,0.0
0.0,0.0,-0.5,0.0
0.0,0.0,-0.5,0.0
0.0,0.0,-0.5,0.0
0.0,0.0,-0.5,0.0
0.0,0.0,-0.45,0.0
0.0,0.0,-0.45,0.0
-0.5,-0.5,-0.405,0.0
-0.5,-0.5,-0.405,0.0
-0.5,-0.5,-0.9009499999999999,-1.38645
-0.5,-0.5,-1.355855,-1.38645
-1.9405000000000001,-0.9950000000000001,-1.355855,-1.38645
-1.9405000000000001,-0.9950000000000001,-1.355855,-1.38645
-1.9405000000000001,-1.9585719500000003,-1.355855,-1.38645
-1.9405000000000001,-1.9585719500000003,-1.34229645,-1.38645
-1.9405000000000001,-1.9585719500000003,-1.3024289031385503,-1.38645
-1.9405000000000001,-1.9585719500000003,-2.2352446526964487,-1.38645
-1.9405000000000001,-1.9585719500000003,-2.2352446526964487,-1.853859645
-1.9405000000000001,-1.9585719500000003,-2.2352446526964487,-3.3169678380645
-1.9405000000000001,-1.9585719500000003,-2.2352446526964487,-3.65991605425805
-1.9405000000000001,-1.9585719500000003,-2.2352446526964487,-3.65991605425805
-2.421095,-1.9585719500000003,-2.2352446526964487,-3.65991605425805
-2.421095,-3.4389862305000003,-2.2352446526964487,-4.470195924332245
-2.421095,-3.4389862305000003,-2.2352446526964487,-4.470195924332245
-2.421095,-3.4389862305000003,-2.2352446526964487,-4.470195924332245
-2.421095,-3.796259626192681,-2.2352446526964487,-4.470195924332245
-2.421095,-3.796259626192681,-3.2128922061694842,-4.470195924332245
-3.3491860574050003,-3.796259626192681,-3.2128922061694842,-4.470195924332245
-3.303427750219754,-3.796259626192681,-3.6807632841077895,-4.470195924332245
-3.303427750219754,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.2703934727175565,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.237689537990381,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.237689537990381,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.237689537990381,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.2053126426104774,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.2053126426104774,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.2053126426104774,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-3.2053126426104774,-3.796259626192681,-3.6099954532167886,-4.470195924332245
-4.130833155355447,-3.796259626192681,-3.6099954532167886,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-3.6099954532167886,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-3.6099954532167886,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.573895498684621,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
-4.130833155355447,-3.796259626192681,-4.4581693151735005,-4.8480759226885315
