action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
0.0,0.0,0.0,-1.0
0.0,0.0,0.0,-1.0
0.0,0.0,0.0,-1.0
0.0,0.0,0.0,-1.0
0.0,-0.5,0.0,-1.0
0.0,-0.5,0.0,-1.0
0.0,-0.5,0.0,-1.0
-1.0,-0.5,0.0,-1.0
0.0,0.0,0.0,0.0
-1.9,-0.5,0.0,-1.0
0.0,0.0,0.0,0.0
-1.9,-0.5,-0.936045,-1.0
0.0,0.0,0.0,0.0
-1.8379592680499999,-2.81954512028255,-1.874016095,-1.9900000000000002
0.0,0.0,0.0,0.0
-1.8379592680499999,-2.81954512028255,-1.874016095,-1.9900000000000002
0.0,0.0,0.0,0.0
-2.7175078699111825,-3.703006942378795,-2.2988483406449998,-3.8699758172503578
0.0,0.0,0.0,0.0
-4.542284834132191,-3.703006942378795,-4.232012680536726,-3.8699758172503578
0.0,0.0,0.0,0.0
-4.542284834132191,-4.547677009212038,-4.232012680536726,-2.7641412773328717
0.0,0.0,0.0,0.0
-4.542284834132191,-4.547677009212038,-4.232012680536726,-2.7641412773328717
0.0,0.0,0.0,0.0
-4.542284834132191,-4.547677009212038,-4.232012680536726,-5.555609494288736
0.0,0.0,0.0,0.0
-4.542284834132191,-4.547677009212038,-4.232012680536726,-6.880929686108168
0.0,0.0,0.0,0.0
-7.205769449783123,-6.8795424176795255,-6.767239440632529,-6.880929686108168
0.0,0.0,0.0,0.0
-7.205769449783123,-8.148955965902193,-7.54876915919474,-7.312120389247086
0.0,0.0,0.0,0.0
-7.205769449783123,-8.148955965902193,-7.54876915919474,-7.312120389247086
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.133711755285292,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.0623746377324395,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.0623746377324395,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-7.0623746377324395,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-8.491750891355116,-8.148955965902193,-7.54876915919474,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.892165438749028,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.892165438749028,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
-8.321965026547131,-8.148955965902193,-7.813243784361537,-8.72942760080286
0.0,0.0,0.0,0.0
