action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.95
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.5,-0.45,-1.355
0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.0
-2.4320355,-0.5,-1.3469405,-2.759595
0.0,0.0,0.0,0.0
0.0,-0.544145,0.0,-1.0
-2.4320355,-2.4167246450000004,-1.71224645,-2.759595
0.0,0.0,0.0,0.0
0.0,-0.544145,0.0,-1.0
-5.727425644202194,-4.22806903295,-5.100026608006664,-4.64438469210805
0.0,0.0,0.0,0.0
0.0,-0.544145,-0.6541021805,-1.0
-5.727425644202194,-3.76720950835845,-4.970550160171498,-4.64438469210805
0.0,0.0,0.0,0.0
0.0,-0.544145,-0.6541021805,-1.0
-5.727425644202194,-4.890488557522605,-4.970550160171498,-4.64438469210805
0.0,0.0,0.0,0.0
0.0,-0.544145,-0.6541021805,-1.0
-5.727425644202194,-4.890488557522605,-4.970550160171498,-4.64438469210805
0.0,0.0,0.0,0.0
-1.4179946222897246,-0.544145,-0.6541021805,-1.0
-5.727425644202194,-5.574101380889702,-5.34004213643005,-5.528290730845306
0.0,0.0,0.0,0.0
-1.4179946222897246,-0.544145,-0.6541021805,-1.0
-5.727425644202194,-6.4972950350794365,-6.205523709335251,-7.341175349161365
0.0,0.0,0.0,0.0
-1.4179946222897246,-0.544145,-0.6541021805,-1.0
-7.061633382824327,-9.21224598194741,-7.513878178174859,-7.341175349161365
0.0,0.0,0.0,0.0
-1.4179946222897246,-0.544145,-0.6541021805,-1.0
-7.491017048996084,-9.21224598194741,-8.423196141781895,-7.341175349161365
0.0,0.0,0.0,0.0
-1.4179946222897246,-0.544145,-0.6541021805,-1.0
-9.282583843415882,-9.120123522127935,-10.164140523746598,-9.615178770512426
0.0,0.0,0.0,0.0
-1.4179946222897246,-0.544145,-0.6541021805,-1.0
-11.652705060931313,-11.31146260412342,-10.95687412732404,-10.881896931663764
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-13.407452411675877,-12.577256635757786,-13.36277565499274,-13.351345587924655
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-14.051814368896293,-14.307956765373406,-15.180502301360374,-14.498698727790215
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-13.738613093455024,-13.531604849330408,-15.927115364425003,-16.168635079171477
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-13.738613093455024,-15.396288800837105,-15.927115364425003,-16.168635079171477
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-13.738613093455024,-15.593135099164346,-15.927115364425003,-16.168635079171477
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-17.069523450294476,-17.884496177259432,-18.15262025767768,-17.745415180756314
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-18.999443306538325,-18.693133925801558,-18.15262025767768,-18.521303567216393
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-18.999443306538325,-18.693133925801558,-18.363286751148184,-19.32608083134496
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-21.548731830415498,-20.39948648772162,-19.444070548595175,-19.32608083134496
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-21.548731830415498,-20.39948648772162,-20.249629843109222,-20.275463822377787
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-21.548731830415498,-20.39948648772162,-20.817211934224318,-19.574096208666813
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-21.548731830415498,-20.39948648772162,-20.817211934224318,-17.266114524702907
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-19.39385864737395,-20.39948648772162,-20.817211934224318,-11.600536855180705
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-19.39385864737395,-19.562613057139778,-20.817211934224318,-17.476654220843212
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-16.59902994253773,-19.562613057139778,-20.817211934224318,-19.51892025968614
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-17.221117152630757,-19.562613057139778,-20.817211934224318,-19.51892025968614
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-19.959507300244177,-21.168317057302698,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-0.6541021805,-1.0
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-1.6475611586949999,-1.0
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-1.6475611586949999,-1.0
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-1.6475611586949999,-1.0
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-1.4179946222897246,-2.746027365816686,-2.0728050428255,-2.3335105609160753
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-2.3897765293061592,-2.746027365816686,-2.0728050428255,-2.3335105609160753
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.657977083089312,-2.5068852436399673,-2.2642029637463073
-19.959507300244177,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-2.5068852436399673,-4.673614141390047
-14.186268774544137,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-2.5068852436399673,-4.673614141390047
-15.486224725968606,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-2.5068852436399673,-4.673614141390047
-15.83136247870892,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-2.5068852436399673,-4.673614141390047
-17.00631836538261,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-2.5068852436399673,-4.673614141390047
-17.728249335483504,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-2.5068852436399673,-4.673614141390047
-17.728249335483504,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-3.337351330229838,-3.4939198588501768,-3.4818163912035676,-4.673614141390047
-17.728249335483504,-20.11035454781743,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-5.5191224754283015,-3.4939198588501768,-3.433996371803896,-4.673614141390047
-16.271462633874126,-19.578542968842427,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-5.5191224754283015,-3.4939198588501768,-5.023494334063047,-4.673614141390047
-11.29170944695259,-19.578542968842427,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-5.5191224754283015,-3.4939198588501768,-5.023494334063047,-4.673614141390047
-14.517917196418832,-19.578542968842427,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-5.13601099248101,-3.6903965641350203,-5.023494334063047,-4.136077557055309
-14.517917196418832,-19.578542968842427,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-5.13601099248101,-5.560390318779281,-4.765562816325598,-4.790259440737882
-14.517917196418832,-19.578542968842427,-20.817211934224318,-20.10199312652293
0.0,0.0,0.0,0.0
-5.0846508825562,-5.560390318779281,-5.523859740929411,-5.740134150133398
