,action_TFC,action_TFU,action_TNC,action_greedy,action_DFC,action_DFU,action_DNC,action_DNU,action_retreat
0623000F3206000F3206000F,-12.74452842648262,-15.722392984146003,-22.560470756328463,-14.12440456186019,-7.411593768306583,-16.406223989139427,-10.982446949313633,-16.939784379951117,-26.467906713398314
0623000F3207000F3207000F,0.0,4.026883223891518,0.0,0.0,-4.5,0.0,-4.5,0.0,0.0
00A3000F3208000F3208000F,-4.875,-4.154715823036826,-5.740785114748256,-5.448408069019271,-6.897777368529231,-5.39625,-4.134947971776535,-7.311910920599747,-9.144389521574876
00B3000F3208000F3208000F,-4.204875221241127,6.346558648216008,29.794118397072605,-3.0160104991959913,-3.985492587396913,-2.565245748243574,1.8689465546832094,-0.9248369985923509,-4.046643251978569
00A5200F4300B00F4300B00F,0.0,-2.0438931018211726,0.0,-1.5,0.0,0.0,0.0,0.0,0.0
000F200E3200D00F3200D00F,1.7828776102614527,-1.319625,0.0,0.0,-0.7507713096047742,0.0,-0.5781441530526381,-1.5,-1.5
00A2000F3108000F3108000F,0.0,-5.9173069477089735,-6.0,-3.0,0.0,-3.0,-3.0,-0.8355212793787525,-6.092622968398735
00A3000F3209000F3209000F,-2.1681961357864044,0.9360420629928652,2.4981290027866327,9.106044326185339,-4.5,-1.430972410711827,2.2250207706365575,-0.4906374029471694,-4.258639194594411
00A4200F3200B00F3200A00F,-3.9644784501940546,-3.645279085209424,-2.826934196418554,-5.184060712572224,14.215294613410354,-4.010331533760967,-3.275955561152877,-4.280340089404207,-6.986203570965509
0092000F3207000F3207000F,25.121833325540518,13.162086619384862,0.0,0.0,6.380772612356486,0.0,-0.5497723900785427,0.0,6.825938134041152
0621000F2206000F2206000F,12.140004622285808,41.4022838464328,7.5,11.086578109387691,4.5,12.558010750428306,0.0,12.340211275303727,11.463798382301308
A200000F2207000F2207000F,6.894964922894007,10.345696485992054,6.904955562606574,4.021423709343992,4.777264321010963,6.056046957476905,3.6412973296056914,5.470445200442437,4.418181848792205
D000000FD000000FD000000F,-2.5764701832023005,-1.9460576667078167,-1.851417433158896,-1.9826365816707752,-4.398554796097285,-3.543372740223578,-3.0809859715697216,-0.5297120789636408,-2.522901529828767
terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0622000F3206000F3206000F,-14.629303329387017,-7.194590056032649,-19.36820016987552,-14.781193049541136,-18.605047686568568,-17.445175542634143,-17.994617833130835,-14.395695319719849,-14.757334174982974
0631000F2106000F2106000F,-3.1935398735928446,-2.2722101317497962,-9.29247719983286,-5.6251097385999245,-3.9938569558088886,-4.078673957821665,1.235057334845691,5.214892468195572,-2.6522773912907938
