,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
A8,-5.459017756268841,-22.359746202680565,-36.38666107881521,-8.966594082704523
88,-7.172890160457825,-9.205223407380135,-10.422104546053799,-1.5791529489700307
4C,0.6000000000000001,0.0,0.0,0.0
AB,-0.22326076883799506,0.12910697284339212,-0.6389614017898735,3.3260469824217855
FF,4.459639725644114,0.0,0.0,1.0796076969544979
F0,-0.8913354798075319,-2.347760742396417,-2.222427477794997,4.548846504687447
0F,0.8651379313550731,10.715904395676999,-0.7286636248252292,1.073382875015759
X,1.993005274365751,2.648028148767684,5.844984099241063,4.032381777224685
68,-1.7465069435130243,-2.971091846036122,-1.3068141858577675,-3.3564246611736377
97,-1.8,0.10878692871253282,-1.7316248270599823,-1.6822305983951162
79,2.9750316157887653,-2.2893181676738763,-3.0,-0.8528744087504232
87,-25.66162853048053,-22.728703974353643,-26.450651113432656,-25.204854658453485
terminal,0.0,0.0,0.0,0.0
78,-16.1685887407166,-34.039464033901076,-32.02711785305156,-32.491723970803086
B7,-0.8055345312209793,-0.6544867824491133,-0.9,1.5718120418471804
8B,0.0,0.0,1.4108373302021087,0.0
89,-0.5691469256188877,-3.4683081302083667,-3.013540650966927,-3.313175234645254
46,0.0,-0.12506036088795258,1.1425575099801268,-0.09253287587664377
77,-7.324287783642909,-15.885872457527926,-16.537267283995792,-14.433962880935963
99,-2.0943776821146916,-0.18965738493391138,-1.2000000000000002,-1.0588089874938222
98,-12.265840240294715,-11.128442146785218,-12.3260210298172,-11.523883787353855
86,-0.6446583019556097,-0.999264155142789,-0.6000000000000001,2.095245562321822
B6,-0.8566822969547236,-1.2852982630670735,-0.8400000000000001,2.5162082820184533
D4,0.0,0.0,0.0,3.8219416208799135
69,5.6056634919895885,-1.2791483553907423,-2.6485521147807294,0.24759039649136283
A9,-0.4020029495224817,-3.033928732369807,-2.7415009726764454,-2.5401487587293032
7A,-0.20740392658665865,0.0,0.058915292968658495,-1.4397544952507617
C3,3.375769773958617,0.0,-0.3163154505813621,-0.30000000000000004
6B,-1.7670914349375875,-1.5303904862545565,-0.30000000000000004,0.9075184207371041
6A,-0.3308006589722099,-8.299006325733583,-7.154645033627722,-8.314206127133506
67,-0.23937877785471762,-0.3584029681590717,-0.07012968001148852,-0.21429942885180098
BA,0.0,0.9,0.0,10.870438214618186
C9,-1.504200445158045,0.0,0.0,0.0
8A,3.5976661614540406,0.0,0.0,0.0
7B,0.25578481958918453,0.0,0.0,0.0
A6,-0.48853955483787614,-0.8936062913488622,-0.8070439265224713,-1.4771710434315184
AD,0.0,-0.30000000000000004,0.0,0.0
5A,-2.562159120104174,-2.53817198720457,-2.2609282466542635,0.7472796432849901
96,0.0,-0.8236410815639883,0.0,0.41851971552866685
59,0.5755961350030907,0.0,-0.6000000000000001,0.0
A5,1.2898839192473566,-0.14373850077959674,-0.40525468435987166,-0.32055976074356884
9A,0.0,0.0,0.0,0.6191440030019524
E2,-0.44926037502960386,-0.07348147658413179,0.0,0.0
A7,-3.1774991112268482,-7.177246568986034,-4.243259145735278,-6.3356288792643385
85,0.0,0.0,0.48569369256842077,0.0
C6,-0.4101785269495334,-0.7436925557351716,-0.11021238491106272,0.0
B8,0.7135562966208309,-0.2745985458870646,0.1470342352667002,-0.5690202972955953
4A,-1.3020169886151003,-0.16739340893788918,-0.9,1.2594111003789579
AA,-0.3183217274953427,0.0,0.0,1.8926606769283456
AC,0.0,1.6879966660637327,0.0,0.0
C5,-0.5356203529569403,-0.6000000000000001,-0.38425527732601594,2.345661218867899
E1,0.0,0.0,0.0,1.4685087003574726
F1,0.0,-0.07317698183236675,0.0,0.8616556955709493
76,0.0,-2.6435403436232248,-1.2739705154295848,0.5830536215803961
D3,-0.3583827143503303,-0.2242773006886578,-0.028726995070010333,-0.4583320518716362
EB,0.0,-1.2000000000000002,0.0,0.0
DC,0.0,0.0,0.0,2.4544818979668164
95,0.0,0.0,2.2361205147202163,0.0
CC,0.0,0.0,0.6390870880238673,0.0
D5,0.0,0.0,0.0,1.6405858251623837
E3,0.03765088945459874,0.0,0.0,0.0
CA,0.0,0.5269566079151329,0.0,0.0
BD,0.0,0.0,0.8288646965609163,0.30000000000000004
B9,0.0,0.12945761501588304,-1.510613152271402,0.0
D9,0.0,0.0,-1.3368931356708946,0.8789175360459383
B5,0.0,-0.35390410193234506,-0.8779486704237766,0.0
5B,0.0,-0.6075909283397772,-0.1904906576444263,0.0
49,0.0,0.0,0.0,1.0054117338269455
D6,0.0,0.0,0.0,1.3806900875791712
DB,0.0,0.11187940126888218,0.0,0.0
9C,0.0,2.3223420419877234,0.0,0.0
D7,0.0,-0.35637913850830527,0.0,0.0
94,0.0,0.9526282757541985,0.0,0.0
6C,0.0,0.0,0.0,0.15363677571053974
4B,1.40209539347078,0.0,0.0,0.0
C4,-0.6102815000255344,0.0,0.0,0.0
BB,-0.039315282124187,0.0,0.0,0.0
