,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
86,-6.690525381275624,-4.756474435720223,3.415535853571401,-5.00786147284606
49,-2.4000000000000004,0.0,-1.1218201084623294,3.99511636398391
A9,-1.374516738668875,-0.04844077354326948,-1.4740907273177593,8.785900267970055
95,1.3944228215105288,-4.8857350942709115,-3.42951754256783,-2.793749030585361
87,-0.7342186829044919,-0.6256451015885547,-0.5084760144006719,5.729101493295392
F0,8.721273138549343,-3.7985717341857717,0.005408102500886858,-4.051134183563409
0F,-2.9399032724814695,-1.9244991015599384,-1.53555308937929,2.785993568671479
X,7.551247194942623,6.344540745626322,2.925689981071696,1.7447978880106603
terminal,0.0,0.0,0.0,0.0
76,-1.301696897554931,-3.812570227067763,-2.113005675912837,-2.720345730615002
88,1.1857010815924216,1.0164334284883203,0.6186294252548361,10.261246426477378
94,-0.09717951690478788,0.0,-0.30000000000000004,7.217342781286163
92,0.0,-1.7705700000000002,0.0,0.0
8C,1.5,-1.2000000000000002,0.0,0.0
89,-1.4863554482012493,1.8273633615943599,-0.11813461339160658,9.103505445908628
B6,-0.359977745942362,-2.2951508138665275,-0.9161392478025006,-0.7392932744347493
75,0.0,2.1,0.0,0.0
79,-0.41831242160599674,-1.1156968403867689,0.5905612911029003,8.284988276451823
67,8.429819397094532,-1.1811292284816655,-2.7720438948436783,-0.9438181788099682
9B,9.378507771995718,0.0,0.0,0.0
6B,0.28285404670985326,0.0,0.0,-0.8257422832390341
C3,-0.026111372333909588,4.872231096111518,-1.9294522814108135,-0.9733846319942172
57,-0.01635988394467569,-2.32854488943743,-2.6757286427418854,-3.5096475855001055
C8,0.0,0.0,0.0,2.3557848314701344
D9,0.0,0.0,-0.38591370017996635,-1.5
FF,-1.24401552802692,5.8473410846104095,-0.12185290747689348,-2.4730439486597713
98,9.110697897811502,-1.073324003186062,1.4930716902514813,-0.7018245678449357
97,9.340898458651301,-1.191515776430365,-1.1666885263832611,-2.566053907455096
78,-1.0276722821538247,-1.6491755168136089,-2.593713432680479,6.253016908778266
A6,6.262284860028198,-0.11326500000000002,0.0,0.6210825789588132
A8,-1.6686024736589875,2.0037831713907375,-1.7643012700658327,-1.356873021181607
8B,-0.2454582314253938,5.507753995519058,-2.4715485430789106,-0.4319586545625286
A4,0.0,0.0,-2.2019817823201033,5.548189940979508
77,-6.605674889997178,-8.273406420414469,8.337786192287828,-9.08880742138986
CF,0.0,0.0,0.0,0.8774929747486253
96,-0.6000000000000001,-1.989831426241318,-0.570213039327867,10.733803229384062
6A,7.554179368325914,-0.6281169005566836,-2.521120280393915,-2.123460112649622
0A,-1.2000000000000002,3.9863084160254414,0.0,0.0
7A,-0.8670318881616277,-0.2513348955183645,4.588585218386682,0.6842838775792244
AB,-0.7238254781320335,2.0448260248768855,-0.4720327374586221,-1.2048282506757397
6C,0.0,0.0,1.4853611858730558,0.0
A5,4.339772527403685,-1.5915120339289848,-0.5592504959882849,-0.757340329138419
A2,-0.6430404974756458,-0.4327300906562417,-0.856754104882725,5.410751455470195
85,0.0,0.0,0.0,1.5091546370710207
99,-2.06743047970328,2.4926595160644465,-2.026825328950202,-2.4000000000000004
69,9.113375869383015,0.0,-2.8768295591467763,-0.930129436529116
46,8.00960066463828,-0.9716622314568912,-2.4893203086240625,-3.3979916659069564
68,-3.0473999770311693,-0.1898991305523415,-3.2348396319948525,-3.4783599864150334
B8,-1.2000000000000002,0.0,-1.064009847628151,-0.7835219677548122
A7,-0.30000000000000004,-1.0433189371923681,1.172825257857114,0.0
58,-0.3480200034839246,0.0,-0.13867586421265166,-0.4517775869016572
7B,-0.7019695847639955,0.4611081108010442,0.0,7.185440062856969
9A,-0.7090483522017392,-0.10354128545138197,0.4894678983746241,0.6496492274120016
C9,0.4550675571921046,0.0,0.0,7.952171474613106
8A,3.6623166748435056,0.0,0.5007530347065757,0.0
5B,0.0,0.0,-3.0,2.0427665640426174
A1,-0.9,-0.47722576391402005,-1.9433909822784092,0.0
4A,1.4592822861276864,-1.986460964385837,-1.8,-2.794515870916952
59,4.380768872340976,0.0,-0.5584430762596533,0.0
5A,-0.9075010858457009,6.279355941266741,-1.6268273969969955,-1.1006135575493243
4B,-1.0536873585455286,2.7741268191793615,0.0,0.0
2A,0.0,0.0,0.0,1.8370480633299797
BC,6.243904951017163,0.0,-0.02772723840349758,0.0
1A,4.291949149178923,-0.08801681746006378,-0.2220654687951217,-0.11412025944525098
BB,5.681402492084353,-0.7894010661913156,-0.3409274346994944,0.0
EB,3.067936083383943,0.0,0.0,0.0
5D,0.5867364011604697,0.0,0.0,0.0
6D,1.946564503954009,0.0,4.542144245825693,0.0
3B,0.0,0.0,0.0,3.607535068864932
B9,-0.6000000000000001,-0.6000000000000001,-1.1528528095627772,5.737124284982923
45,1.4204821960458593,3.0588148468710976,0.0,0.0
B4,7.794048696649636,0.0,0.0,0.0
A3,0.0,0.0,0.0,1.2299551567869158
3A,-0.8846658584539746,1.9967467236876255,-0.6683455092375088,-1.4450726945234909
9C,0.0,-0.1690744688023953,0.0,0.0
9D,0.0,1.2167283138289648,0.0,0.0
AA,2.4550984893940164,0.0,-0.34897284699668196,0.0
B7,1.432677578397429,0.0,0.0,0.0
83,0.0,-0.07654621624510215,-0.413265,-1.9226055616641238
