,action_ATK_nearest,action_ATK_nearest_weakest
0FC9F0,-2.1,-3.2469
C3AB0F,-5.03835,-5.4965591100000015
F0FF0F,-2.1,-2.6259000000000006
AB0FC3,-0.9,-2.1270000000000002
0FF0FF,-3.9268350000000005,-3.2075819790000004
F00FFF,-3.8972100000000003,-4.563359790000001
0FABC3,-1.9250338110000003,-0.9
ABC30F,-4.779,-3.9731331
C30FAB,-2.781,-2.1
C90FF0,0.0,-2.7
