,action_ATK_nearest,action_ATK_nearest_weakest
F0C30FF0,0.0,-1.2000000000000002
FFF00FAB,0.0,0.0
F00FC3F0,0.0,0.0
C30FC30F,0.0,-1.2000000000000002
C3C30F0F,0.0,0.0
F087F00F,0.0,0.0
0F46460F,-1.2000000000000002,0.0
ABF00FFF,-0.6000000000000001,0.0
F0ABFF0F,0.0,0.0
980FFF0F,0.0,0.0
C3F00FF0,0.0,0.0
460F460F,0.0,0.0
C3F0F00F,0.0,0.0
460F0F46,0.0,0.0
46F0F00F,0.0,0.0
F0C3F00F,0.0,0.0
F00FF00F,0.0,0.0
0F46F0F0,0.0,0.0
C30FF0F0,0.0,0.0
F00F46F0,0.0,0.0
F0F00FC3,0.0,0.0
