,action_ATK_nearest,action_ATK_nearest_weakest
F0C90F,-2.7,0.0
ABC30F,3.0,0.0
F0F0C3,1.8,0.0
C3F0F0,0.0,3.8730000000000007
C3C30F,1.47,0.0
C3AB0F,0.0,0.0
