,action_ATK_nearest,action_ATK_nearest_weakest
0FC3F0F0,-3.0,0.0
F0F0C30F,-5.16,-2.4000000000000004
F0C30FF0,-1.2000000000000002,0.6000000000000001
C3C30F0F,0.0,-1.8
F0C3F00F,-1.8,0.0
C30FC30F,-1.8,-2.4000000000000004
C3F0F00F,-2.4000000000000004,0.0
C30FF0F0,-2.4000000000000004,0.0
F0940F0F,0.0,-2.4000000000000004
F00FF00F,-3.6,0.0
C3F00FF0,-2.4000000000000004,0.0
F0F00F46,0.0,0.0
