,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F,0.0,2.101927793760811,-0.3257948479671084,-0.1708838343321295
B60F,0.0,0.0,2.1,0.0
C30F,-0.30117334703228377,-1.8,-0.1461,-0.1656426
F0F0,2.754988345271452,-1.2000000000000002,-1.2600000000000002,-0.6000000000000001
0FC3,1.7400000000000002,0.0,0.0,-0.519
terminal,0.0,0.0,0.0,0.0
F0C3,1.8821369999398678,0.0,0.0,0.0
B6FF,0.0,0.029124899999999978,0.0,0.0
AB0F,0.0,0.0,0.0,0.542181059063817
0A0F,0.0,0.0,0.0,0.9
ABF0,0.0,0.0,0.0,0.6079566000000001
940F,0.0,0.0,-0.6000000000000001,0.0
0F98,0.0,1.3303068239069402,0.0,0.0
980F,0.0,0.0,-0.29372593716292805,1.253826252734505
0F46,0.0,0.0,-0.2638002723131921,0.0
460F,0.0,-0.30000000000000004,-0.3114,1.9855017294189192
C3F0,0.0,0.0,0.0,2.196839734310141
FFF0,1.1294121106948969,0.0,0.0,0.028986848809536295
FFFF,0.0,0.0,0.0,0.0
F0FF,0.15940082887538787,0.0,0.0,0.0
F0AB,0.0,0.0,-0.5138542641913846,1.2000000000000002
