,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
F0F0,-0.30000000000000004,-0.6000000000000001,3.2892976537755767,-1.7059843748010115
F0C3,4.091740073917008,0.0,0.0,-2.1
0F98,0.9,0.0,0.0,0.0
C3F0,0.06729371999999999,2.7682377976188004,-0.30000000000000004,0.0
C30F,0.0,0.0,0.5072778776364644,0.0
C90F,0.0,0.0,0.0,-1.2300000000000002
46F0,0.7232783814182958,0.0,0.0,-0.6000000000000001
F046,0.0,0.0,-2.1,0.0
F0AB,0.0,0.0,-2.7,0.0
F00F,0.0,0.0,0.10800000000000004,0.0
980F,0.0,0.0,0.0,1.2000000000000002
terminal,0.0,0.0,0.0,0.0
940F,0.0,0.05400000000000002,0.0,0.0
