action_TFC_000,action_TFU_000,action_TNC_000,action_TNU_000,action_TFC_025,action_TFU_025,action_TNC_025,action_TNU_025,action_TFC_050,action_TFU_050,action_TNC_050,action_TNU_050,action_TFC_075,action_TFU_075,action_TNC_075,action_TNU_075,action_TFC_100,action_TFU_100,action_TNC_100,action_TNU_100
0.0,7.5,0.0,7.5,0.0,0.0,-0.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,0.0,0.0,7.5,7.35
0.0,7.5,2.97001097638275,9.09628125,17.5903935780589,8.810320397036133,10.570551889326605,0.0,8.875145806930812,-0.3826255637429105,21.498331972636645,1.068184432541899,2.8753380983079806,1.1950087887934464,5.857644363931303,-3.8076190092169835,2.790859869430812,6.6648716788953,4.585507031250001,27.346122107631953
-1.6846829910632841,-2.202604203977697,3.062722543687906,10.117947475165629,8.264273808817991,15.51858210811878,20.43888307012859,16.90268874120622,14.31339789843994,1.9564701219062606,39.981196469465786,16.606492765051552,10.402745206276858,-1.8049912112065536,9.091438383278145,-3.9555808686139637,14.702782336861544,6.6648716788953,9.208414661942985,39.26178299244094
-1.6846829910632841,13.925365289590882,-2.5306528543157754,13.772364480188358,19.117044831039788,26.115960266933232,31.23612516576815,19.91842824917387,17.408573353370276,21.399261076669383,45.68877204324106,18.81766221568936,18.9336950123416,-1.8049912112065536,22.290647218732353,27.704530680842044,16.675157608096132,12.582300007778098,33.31590214887513,50.825362031626256
-2.0624369522567054,19.127446400063512,4.697968812461994,32.996810007536396,7.476933329189343,35.08033526693323,43.60930535779326,10.913761408772716,30.551466951571214,28.509936977868644,44.42900844313347,15.2386127836267,44.21846782950817,2.9991760102080027,35.014900589932175,23.235058546325796,16.675157608096132,11.652254226313943,48.798449011028666,56.831043977390394
-1.6654276791654623,30.878333695646322,3.8797332275784995,45.34923148316425,13.088601545902382,28.94577139823298,27.68239149798851,24.63479365040743,28.53911487691397,24.99077445322876,50.74495808059061,27.4755013768317,35.71894580179061,7.280966690583121,36.85536902044646,22.431413014749765,23.25661554184243,20.39825027443893,64.6913153742288,54.596036338852805
2.19696464737927,33.28375275420596,5.4781449971329845,50.97379844780326,11.791856754159603,25.719523187187058,37.87331123726769,28.874079299429393,45.453066689276525,22.354333572638858,60.936142918814056,18.405544108367017,34.23437064451069,10.02025233960508,38.05661057113392,34.76025484518004,25.429476498997317,20.39825027443893,67.59388361255816,56.868877426277066
6.020990295624834,50.22215572305551,5.4781449971329845,59.27143570195022,20.657083078374214,25.719523187187058,45.25662535114395,48.98763053067837,46.01657725961993,35.676555562509904,65.90685518827797,32.80109197873454,58.28975074052815,14.297297923761612,37.905663518145744,30.512066194143635,35.46098093294289,25.546871383304293,79.0787378283014,62.232007840060405
17.272028573427242,55.862324556656645,8.166727744257647,57.9569291474877,5.655599159619409,41.694692937770895,54.80008722208085,65.52997428528245,60.617175257398834,47.213991697820006,75.88466519228533,41.82775712511703,57.64466647687421,18.711596650140407,70.29796478564066,42.79077731586305,30.659671302819618,25.530126095884306,79.60732383172173,68.82696339099392
20.45301778303282,66.18184583949706,0.7964529301058079,72.09976913510064,17.59517841882493,48.965630085877045,71.90122511983604,69.10629601692723,60.94095727865812,46.984228853377736,79.72617589459789,44.5640821556748,60.494984468562016,24.833460067165277,56.22092201900462,23.22961900515574,33.95220774530009,42.856068604775295,96.70447697059235,92.14417693344863
