,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
46F0,0.0,6.597309682573637,0.0,0.0
87F0,0.0,6.668804202762866,-0.36802165488451477,-0.1542
F046,-0.6264430859914992,0.0,0.0,7.290031248013392
F0F0,9.268147769836595,0.6879097998216211,0.0,0.0
AB0F,0.3342061987995544,0.0,0.0,5.353893956964035
0FAB,0.0,6.75182420524607,0.0,0.0
6C0F,0.0,2.081296548,0.0,0.0
9A0F,0.0,0.0,0.0,0.0
0F9A,0.0,1.7900895683300275,0.0,0.0
F087,0.0,9.191027658268512,0.07915887445049156,0.0
terminal,0.0,0.0,0.0,0.0
C30F,1.4941831398782601,0.0,0.0,0.07148430376098264
0FC3,0.0,0.8484613375000605,0.0,0.0
