,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
86,15.003336443757073,7.197888948659622,-0.7483852904893856,6.850410675262372
95,17.611714860125883,0.0,-1.008913367834612,2.4749525296395767
AB,10.56424386147686,4.764690138457655,2.607195228507188,3.181099415866149
FF,0.4125954448489252,-0.24621299397736385,2.2942768021360993,0.6254231285674526
F0,4.498438355047038,3.301537832216187,1.1634115509227152,2.0014957926612813
BC,-0.546,-0.9,-0.32323838719118225,2.834076999322816
terminal,0.0,0.0,0.0,0.0
BF,1.1017164744427181,-3.6154199999999994,-1.488212159940888,0.0
C9,0.4935335872233746,6.524944358471503,0.13273309091119223,0.48178659468856133
D9,-0.3120448263320218,0.0,-0.2723912534380663,0.0
8B,4.31831356844943,-1.4347629456054931,0.0,0.344407990104373
DD,1.0556953060955085,2.2757116973943647,-0.8023957727622302,-1.0650000000000002
AA,0.207939488911957,0.8010718859264768,8.285588123279174,0.9473648068662941
6C,0.2714415192367415,0.0,0.35654127568366645,10.966816911866253
0F,1.8213618652026735,1.2790528063094126,1.7899970463618435,1.2777670704747859
X,4.2130763607529005,8.40092063350677,4.069055090234159,4.46336118478715
89,-0.30000000000000004,7.5734674484933295,-0.29488903764778185,0.33407312866778566
A5,0.0,0.0,0.0,1.0306761393490305
6A,0.0,0.029644953464609998,0.0,7.237486102112516
5B,1.3712374718808094,0.0,-2.7,-0.5916090159765509
7B,0.0,0.0,6.375534264412595,-1.2000000000000002
6D,-0.4572517622417619,0.0,-0.21609015976550894,0.0
78,23.191225525171493,3.436468493692392,-1.605332564645607,0.0
97,-1.66198226053178,6.288474197746815,-2.7972769144371146,-2.186440446765304
79,8.994931089840163,-0.6467684955066142,-1.0805609062126387,0.0
C3,2.068504504011722,-0.04744287399211056,0.4183697953853639,7.570107733509899
A8,9.77922195383966,-0.14159084734727517,0.0,0.0
0A,0.0,0.0,3.6952412349321384,0.0
87,5.572418222892957,8.895412493352506,-0.4766062556139218,1.1530098235458093
B7,0.0,0.0,1.2000904171083633,0.0
77,0.7619612697317801,11.410341694010325,1.7589083931712897,3.172426970869408
6B,0.0,3.136069780034127,0.0,0.17593096099911887
98,16.344743013592673,-0.5018731730600033,1.128582383280249,1.6221887342656292
A7,4.418913071859486,0.0,-0.20333759349767577,0.0
94,16.724002076239007,2.780304696465008,0.0,-0.37409925107045927
96,1.1908330353337,5.1185169342332415,-1.0491390000000003,18.38682164272668
9A,0.0,9.81248247960135,0.37111257248268115,2.0051095118492084
88,2.5403151659169265,4.453680359747015,1.9353408974427002,2.185322072151608
4D,0.0,-1.9800000000000002,-0.6147633432149019,0.0
46,4.720753517147829,0.0,0.35400000000000004,0.0
7A,9.663961212732426,1.7591041730582897,-0.6000000000000001,0.7968855869085574
AD,0.462,0.0,0.0,0.0
A2,0.0,0.0,-0.7551648998586,0.0
CF,0.0,0.0,3.6857125568734554,0.0
CA,0.0,0.0,0.30000000000000004,-0.6300000000000001
BD,0.0,1.551841380518662,0.0,0.15462070700440467
67,0.0,0.0,0.0,1.9167519026104838
8A,0.0,0.0,2.4470063923492025,0.0
B6,0.665871244921117,-0.6946910211767834,0.28630947167636156,3.253660061144903
AC,0.0,-1.3889843684398466,-0.32421985272221865,1.0565991911432084
9D,-0.25792140189922447,1.541950462637734,-0.0066777473386054,0.135
59,1.0320469727508,2.3122645018851724,-1.8,-0.01421413094595394
3C,0.0,-0.05337360171995789,0.0,0.0
5A,0.0,0.0,0.30000000000000004,19.463403424487446
49,0.0,0.0,0.0,0.8838616025110948
A6,5.727593705139961,1.7177749803529552,0.7095614707722045,1.8718462769052775
1B,0.0,0.0,1.2000000000000002,0.0
69,0.0,0.0,2.010343916945415,-0.1486251813063544
DF,0.0,0.0,1.8,0.0
D6,1.563513608221305,0.0,0.0,0.0
99,0.0,0.0,2.125228642880556,0.0
3B,0.0,0.0,3.8511481731237014,0.0
85,0.0,0.11304640745872661,0.0,0.0
B8,0.0,0.0,0.0,1.1772816150722876
4B,0.0,2.1026374827941954,0.0,0.0
A9,0.0,1.1567098389082209,0.0,0.0
BB,0.0,0.0,0.0,3.4011142983257843
