,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F0F,-0.11449553233220966,0.2631588821959324,8.342830606026306,0.005337804861947381
6C0FFF,0.0,-0.6000000000000001,0.0,0.0
0FFFFF,6.06675193490149,0.0,0.0,0.0
FFFF0F,9.46306364730751,-0.435500843351321,0.0,1.1893466961
FFFFFF,-1.77,0.0,3.434428637946186,-0.7498685946673966
FFF0FF,0.0,0.0,0.0,-0.9
AB0FFF,0.0,-0.819,0.0,0.0
FFFFF0,0.0,-3.6,2.4530482272081,0.0
ABFF0F,0.0,-0.30000000000000004,1.261388571872112,0.0
FF0FFF,0.0,0.0,5.016933103115149,0.0
terminal,0.0,0.0,0.0,0.0
6C0F0F,-1.2000000000000002,0.0,0.5515438514538726,0.0
F00FFF,0.0,0.0,0.0,3.146637705096926
0FFFF0,0.0,0.0,0.0,0.5357636025156264
FF0F0F,0.0,0.0,0.0,0.0
0FFF0F,0.0,-1.097367442394358,0.0,0.0
FFF00F,0.0,0.0,0.7933134173948387,0.0
F0FFFF,0.0,0.0,0.6336202090338409,0.0
