(8, [(55, 64), (56, 64), (56, 65), (55, 65), (53, 64), (54, 65), (57, 65), (57, 64)], 0.52, 0.43)
(1, [(54, 63)], 0.0, 1.0)
(1, [(55, 63)], 0.0, 1.0)
(1, [(55, 64)], 0.0, 1.0)
(1, [(54, 64)], 0.0, 1.0)
(1, [(53, 63)], 0.0, 1.0)
(1, [(53, 64)], 0.0, 1.0)
(1, [(56, 64)], 0.0, 1.0)
(1, [(56, 63)], 0.0, 1.0)
(1, [(55, 62)], 0.0, 1.0)
(7, [(54, 63), (55, 60), (55, 64), (54, 64), (53, 64), (55, 63), (55, 63)], 0.3, 0.62)
(1, [(55, 60)], 0.0, 1.0)
(5, [(54, 63), (55, 63), (54, 64), (53, 64), (55, 63)], 0.64, 0.62)
(4, [(54, 63), (55, 63), (54, 64), (53, 64)], 0.62, 0.37)
(2, [(54, 64), (53, 64)], 1.0, 0.0)
(2, [(54, 63), (55, 63)], 1.0, 0.0)
(3, [(55, 63), (54, 64), (53, 64)], 0.56, 0.45)
(1, [(54, 62)], 0.0, 1.0)
(3, [(55, 64), (56, 64), (55, 65)], 0.8, 0.23)
(3, [(56, 65), (57, 65), (57, 64)], 0.8, 0.23)
(1, [(54, 65)], 0.0, 1.0)
(8, [(55, 64), (56, 64), (56, 65), (55, 65), (53, 64), (54, 65), (58, 65), (57, 64)], 0.45, 0.43)
(1, [(56, 65)], 0.0, 1.0)
(1, [(55, 65)], 0.0, 1.0)
(1, [(57, 64)], 0.0, 1.0)
(3, [(55, 64), (54, 64), (54, 64)], 0.65, 0.71)
(3, [(56, 65), (55, 65), (56, 64)], 0.8, 0.23)
(1, [(55, 61)], 0.0, 1.0)
(4, [(55, 64), (56, 65), (55, 65), (56, 63)], 0.7, 0.42)
(2, [(54, 64), (54, 64)], 1.0, 1.0)
(6, [(55, 64), (56, 65), (55, 65), (54, 64), (54, 64), (56, 63)], 0.56, 0.52)
(5, [(55, 64), (56, 65), (55, 65), (54, 64), (56, 63)], 0.59, 0.36)
(4, [(55, 63), (56, 63), (55, 64), (54, 63)], 0.58, 0.31)
(1, [(56, 62)], 0.0, 1.0)
(2, [(55, 62), (55, 63)], 1.0, 0.0)
(1, [(56, 61)], 0.0, 1.0)
(1, [(57, 60)], 0.0, 1.0)
(2, [(55, 64), (56, 64)], 1.0, 0.0)
(2, [(55, 65), (54, 65)], 1.0, 0.0)
(8, [(54, 63), (55, 63), (55, 64), (54, 64), (53, 63), (53, 64), (56, 64), (56, 63)], 0.62, 0.17)
(8, [(54, 63), (55, 62), (55, 63), (53, 64), (53, 63), (52, 63), (56, 63), (55, 62)], 0.56, 0.54)
(7, [(54, 63), (55, 62), (56, 62), (52, 64), (52, 63), (56, 62), (55, 62)], 0.52, 0.79)
(1, [(52, 64)], 0.0, 1.0)
(1, [(52, 63)], 0.0, 1.0)
(2, [(52, 64), (52, 63)], 1.0, 0.0)
(3, [(55, 62), (56, 62), (56, 62)], 0.65, 0.71)
(2, [(54, 63), (55, 62)], 1.0, 0.0)
(2, [(56, 62), (56, 62)], 1.0, 1.0)
(4, [(54, 63), (56, 62), (52, 64), (52, 63)], 0.52, 0.59)
(3, [(54, 63), (52, 64), (52, 63)], 0.74, 0.44)
(1, [(53, 62)], 0.0, 1.0)
(2, [(52, 63), (53, 62)], 1.0, 0.0)
(1, [(57, 65)], 0.0, 1.0)
(1, [(58, 64)], 0.0, 1.0)
(4, [(55, 63), (55, 64), (55, 64), (54, 64)], 0.62, 0.55)
(7, [(55, 63), (55, 64), (55, 64), (55, 65), (54, 64), (54, 65), (56, 64)], 0.5, 0.32)
(7, [(55, 63), (55, 64), (55, 64), (55, 65), (54, 64), (54, 64), (56, 64)], 0.48, 0.57)
(3, [(55, 64), (55, 64), (55, 65)], 0.65, 0.71)
(5, [(55, 64), (55, 64), (55, 65), (54, 64), (56, 64)], 0.42, 0.5)
(2, [(56, 64), (56, 63)], 1.0, 0.0)
(5, [(55, 64), (57, 63), (54, 64), (54, 64), (56, 63)], 0.6, 0.73)
(4, [(55, 64), (57, 63), (54, 64), (54, 64)], 0.4, 0.73)
(1, [(57, 63)], 0.0, 1.0)
(3, [(55, 63), (57, 63), (54, 64)], 0.56, 0.45)
(3, [(55, 62), (56, 63), (55, 63)], 0.8, 0.23)
(2, [(58, 64), (57, 64)], 1.0, 0.0)
