,action_TFC_finish,action_TNC_finish,action_noise
0520000F2050000F2050000F,-1.9409750903625653,-17.5398150702724,-17.60202968472852
0530000F1150000F1150000F,0.0,0.0,2.4643671652156334
1000F00C1000F00C1000F00C,-0.12442393677076852,-1.5718797239884843,-0.08724060298466134
100B000F100B000F100B000F,-0.01607088643886018,-3.2969657590041312,-5.365234414735654
1000F00F1000F00F1000F00F,-0.11494577695387731,-0.10336686954666408,-0.07919555424003644
10A4200F4400A00F4400A00F,-2.1,0.0,3.925207973528609
1095000F3400900F3300900F,-0.039381029524207745,-2.79,-1.4922806403159576
10A4300F4220A00F4220A00F,-0.30000000000000004,0.0,0.0
1095000F4200900F4200900F,0.0,0.0,-0.9026614332
0094000F3308000F3308000F,-0.7676980130054388,-0.6000000000000001,-0.9
1094000F3208000F3308000F,5.549219392830878,0.0,0.0
0630000F2106000F2106000F,-31.968244260065994,-31.486145219561887,-31.79488869993117
1094000F3300A00F3300A00F,-0.9107397000000002,-1.5,2.4056715519350123
0083000F3108000F3108000F,-2.6377550011437814,-5.2613028596135,-2.897928680916687
0085000F3208000F3208000F,-1.866,-2.1518105821404907,-0.18111544664448442
0620000F1160000F1160000F,-1.226285278138878,-1.0247670869089491,6.6927816768350485
0630000F1160000F1150000F,0.0,-0.033071660497252964,4.836444034165714
1000F00E1000F00E1000F00E,-0.021603641264451492,-0.29617927116604587,-0.4953927704882442
000C000F000C000F000C000F,-0.1471278778912253,-0.08658395105700858,-0.21641851309731341
0093000F3209000F3209000F,-2.056595038891503,-1.291944593242436,-0.9457513686992216
10B3100F3300A00F3300A00F,-1.1400000000000001,-3.3474000000000004,5.091797599376722
0091000F3007000F3007000F,-0.3621566259342,-1.8,2.291596763288104
0091000F2007000F2007000F,-2.2601481155149763,-1.9673947318014118,0.31533149939744604
0080000F2106000F2106000F,-0.6000000000000001,0.0,2.646314732727144
0081000F3107000F3107000F,0.0,0.0,-0.08100000000000002
0080000F2060000F2060000F,-1.052596036602014,-3.0069686621466682,2.4259139228628888
0530000F1160000F1150000F,-0.8126015401505835,-0.66549,7.0906053857797104
0092000F2107000F2107000F,-0.8700000000000001,0.004696432742215921,8.12072639021346
1000F00B1000F00B1000F00B,-0.004054365281677817,-0.005554698290902959,-1.1858366195653431
0000F00F0000F00F0000F00F,-0.09213588276830506,-0.08427323671843054,-0.0393919306005703
0095100F4300A00F3300900F,-0.6000000000000001,0.0,0.009438831896980289
00B3000F3209000F3209000F,-0.9967861643295318,-1.1973000000000003,2.7547510660669783
00B3000F3109000F3109000F,0.0,-0.30000000000000004,1.4429552933747383
00A6200F3230B00F3500B00F,0.0,-0.6000000000000001,0.0
00A6200F3500B00F3500B00F,0.0,0.0,0.7637497708164335
00B5100F3200B00F3200B00F,-0.9657061279286027,-0.9822600000000001,3.353713373956602
000F300E3300E00F3300E00F,0.0,0.37886502610154554,0.0
00A2000F2208000F2208000F,-0.8669488648697987,0.8567047168455397,6.435466706008645
1085100F3300900F3400900F,-1.1839542232703522,-1.2000000000000002,0.0
10B5200F4400B00F4400B00F,-1.1243029208489852,-0.8400000000000001,-2.015825588009433
00B4000F3200B00F3200B00F,0.0,0.0,0.46427863099874167
0520000F2060000F2060000F,-0.4062392511347422,-0.3160156855365138,0.2465030797528508
0510000F1040000F1040000F,1.137974044069537,-2.504890313188471,-0.7844761719696847
0080000F3006000F3006000F,-43.33465846575329,-48.427490874631154,-50.087000207704854
0530000F2050000F2050000F,-1.1210854089272282,0.0,6.475691947930256
0090000F3106000F3106000F,0.0,0.0,3.279383227871976
1081000F3107000F3107000F,0.0,-2.4000000000000004,1.954769231680254
1073000F3207000F3207000F,0.0,0.0,4.796893603769724
00A2000F2108000F2108000F,0.016539211903458875,-0.795484771644699,6.540727149348155
0095000F3209000F3209000F,-0.5198447917903679,0.08910139990637413,1.1401578606857834
0530000F3106000F3106000F,0.0,0.0,4.455899980323934
0080000F3106000F3106000F,0.0,0.0,4.144347422977157
1080000F2106000F3006000F,-0.6000000000000001,-1.4830403748301622,-0.0548771510468683
00B4000F2200C00F2200C00F,0.0,0.0,1.4619920908406403
0520000F3050000F3060000F,-42.389650095925994,-46.60195404536101,-44.66838326514088
0090000F2007000F2007000F,0.0,-0.30000000000000004,-0.6000000000000001
1080000F2106000F2106000F,-0.6000000000000001,-0.9,1.361585297677399
1084000F3208000F3208000F,-2.1012000000000004,-2.4792,-1.580593266737767
1094000F3109000F3109000F,-0.007452300000000001,-1.8,-1.2000000000000002
10A4000F3200A00F3200A00F,0.0,0.0,0.516
100F200F4400C00F4300C00F,-1.2000000000000002,0.0,0.0
100E100F3200B00F3200B00F,0.0,-2.4000000000000004,0.0
0530000F2150000F2140000F,0.0,0.0,0.0
0520000F2140000F2140000F,0.0,0.0,4.832013
0510000F2040000F2040000F,-9.272407011537675,-13.86946419095883,-17.70125601216348
0090000F3007000F3007000F,-0.889973950599747,-10.200000000000001,-8.4
0080000F2050000F2050000F,0.0,-1.7807448196063955,1.7123378132443958
0420000F2040000F2040000F,0.0,0.0,4.997908921696103
1070000F3050000F3050000F,-0.6000000000000001,0.0,0.0
1080000F3006000F3006000F,-0.5399186715959408,-2.38481538,0.8043619712307759
1083000F2108000F3108000F,0.0,0.0,0.6000000000000001
1092000F3108000F3108000F,0.028957698107940005,-4.264748158065348,-0.30000000000000004
10A3000F3109000F3109000F,-0.24122184996823104,-2.12541,-0.6000000000000001
1093000F310A000F310A000F,-0.007452300000000001,-1.787302920848985,-0.16799777581132136
0430000F2150000F2150000F,-1.8,-0.6000000000000001,4.884
1092000F3206000F3206000F,0.0,0.0,0.30000000000000004
0092000F3206000F3206000F,0.0,0.0,0.30000000000000004
0094000F3308000F3307000F,0.0,-0.6000000000000001,0.0
00A3000F3308000F3307000F,0.0,-1.8,2.2485
00B6300F4230B00F4230B00F,0.0,-1.2000000000000002,0.0
00B3100F3400A00F3400A00F,0.0,0.9,0.0
00B3100F2400A00F3400A00F,-0.30546000000000006,0.0,0.0
0631000F2206000F2206000F,0.067968,0.0,0.0
1094100F3200900F4200900F,-8.374647102600276e-05,-0.6000000000000001,0.0
0622000F2106000F2106000F,-1.1453627900182672,-0.570262581617983,2.4497142632985036
0081000F2106000F2106000F,0.0,1.2113206072989453,3.4099654379626996
00A2000F3207000F3207000F,0.0,-1.810428,0.058454468826055275
1096000F4300900F4300900F,-0.31799999999999995,0.0,0.0
1096100F4300900F4300900F,-1.8,0.0,0.0
0420000F2050000F2050000F,-1.7922649393899424,-7.3834800000000005,-7.319048026521186
0080000F3105000F3105000F,0.02790401577409523,0.0,0.0
1081000F3106000F3106000F,4.559533194340466,-1.8,-1.717379862567188
1081000F2106000F2106000F,-1.2000000000000002,-2.8614777427867066,1.693467418808082
1083000F2208000F2208000F,0.0,-0.30000000000000004,-0.54
0500000F2040000F2030000F,-12.103184593906013,-13.771313218713182,-10.371555638945502
1092000F3107000F3107000F,-1.067341703876674,-1.4862000000000002,-1.4276171999999998
200F200F3400C00F3400C00F,-1.8,-0.9,-1.5
200F400F4400E00F4400E00F,0.0,-1.8,0.0
10A4100F4200A00F4200A00F,0.0,-0.9,-0.7800000000000001
10A4100F3200A00F3200A00F,0.0,-1.2000000000000002,-0.6000000000000001
1084000F3209000F3208000F,-1.6173,0.0,0.30000000000000004
1091000F2206000F2206000F,0.0,0.0,0.0
0081000F3206000F3206000F,0.0,0.0,0.0
0094000F3208000F3208000F,-0.1431696204154731,0.016560000000000002,4.321802073424088
0094000F3209000F3209000F,-0.5087603937282639,-3.0219301000295444,6.756546290070516
10A3100F3300900F3300900F,-1.763157980453151,0.0,1.50696
1094000F2209000F2209000F,-0.6000000000000001,0.0,-0.30000000000000004
0094000F3109000F3109000F,0.0,0.0,4.419949167305653
00A2000F2108000F2208000F,-1.0108961409742283,-1.1118377545628022,-0.6520600234315769
0080000F0080000F0080000F,-0.09485595634080507,-0.18618263441376345,-0.15720166396803514
0070000F0070000F0070000F,-0.06498383686363046,-0.06834014182340255,-0.048650358361579674
1083000F3108000F3108000F,-1.2247474403181187,-2.10879852,0.4596946402858061
1082000F2207000F2207000F,-0.27,-0.910428,-0.6000000000000001
0081000F2206000F2206000F,3.60471194969493,0.0,0.0
1082000F3207000F3107000F,0.0,0.0,0.0
1080000F2105000F3105000F,-1.2019069316766084,-2.4000000000000004,0.0
1093000F3308000F3308000F,-0.597,-1.5,1.5200822460890036
2094000F3400A00F3400A00F,-0.6000000000000001,0.0,0.0
10A3000F3209000F3208000F,0.0,0.0,0.0
1085000F3209000F3208000F,0.0,0.0,-0.6030000000000001
0091000F2206000F2206000F,-0.008519100763905205,0.6362059925131323,-0.014795033288235374
0070000F2060000F2060000F,10.584354382433148,-29.745878664769076,-21.72803718109916
0070000F2050000F2050000F,81.0695339142783,-10.7182914116546,-61.57287386348188
100E000F100E000F100E000F,-0.0742270304801118,-35.19918905138292,-31.847411173570396
0090000F2008000F2008000F,36.66300116964091,-9.0,-30.473009881731414
0080000F2007000F2007000F,31.669608425092733,0.0,-0.5901864908789304
0082000F3008000F3008000F,0.0,-0.6000000000000001,0.0
1092000F3008000F3008000F,-0.005211043928474801,-1.8,-0.30000000000000004
1082000F3207000F3207000F,-1.5,-3.427667190687515,-0.08514543795851581
0521000F2105000F3105000F,-1.188573,0.0,0.0
00A5100F3300A00F3300A00F,-0.19791615361899165,-0.24180000000000001,-0.8744718878630344
0080000F1060000F1060000F,38.920984623645325,-8.91,0.0
0080000F3007000F3007000F,1.176705656875117,-1.191,-0.39036023047079194
0080000F2006000F2006000F,-0.7322399361219933,-1.794635512684478,2.8388279922492448
0093000F3207000F3207000F,0.0,0.0,1.4371350924038455
000F300F3000F00F3000F00E,0.0,-4.5,0.0
100F300F4000F00E4000F00E,9.0,0.0,0.0
000F400D4000F00D4000F00D,0.0,-9.0,0.0
100F300F4000E00F4000E00F,0.0,-0.009364088858383308,0.0
0095100F4200A00F4200A00F,-2.2243024900350044,-1.7871192711648796,4.721070600288565
00A6100F3500B00F3500B00F,-0.9,-0.1870626000000004,0.9340281208618351
0095100F3200A00F3200A00F,-0.4939794900000001,-1.2000000000000002,1.6874794843928735
A530000F3500B00F3500B00F,0.0,0.0,0.0
0080000F2070000F2070000F,63.84436012307127,-4.472603619113477,-4.485
10B3200F3200B00F3200B00F,-0.5939394,-0.8878513186745692,-0.3076455265538384
0094000F310A000F310A000F,0.0,0.0,1.4534073347989342
0091000F3107000F3007000F,-2.1871422056739407,-4.048162984758593,-2.5030086973406367
0082000F2107000F2107000F,0.0,0.0,3.2301945130026892
00A4200F4200A00F4200A00F,0.0,-0.8970968122353629,-0.29921400000000004
0091000F2107000F3007000F,-2.6030778190007737,-1.189869,2.8622199243286226
1094100F4300900F4300900F,0.0,0.0,1.926741548715812
1094100F3300900F3300900F,-0.588,-2.63267106,1.9602492837225651
100D500F3300E00F3300E00F,-0.9,-1.2000000000000002,0.0
100F500F3300F00F3300F00F,0.0,0.0,0.0
10C4200F4300D00F4300D00F,-0.59454546,0.0,0.0
00A3200F4200A00F4200A00F,0.0,0.013766267035755786,0.0
1082000F2108000F2108000F,0.0,-2.4052757311837203,0.0
1095100F3300900F4300900F,-1.2031895735393912,-2.4000000000000004,0.0
10A3000F3308000F3308000F,0.0,0.0,0.11866254803625981
00B2100F3300900F4200900F,-0.4984690758015548,-2.855916,2.93190798253032
00A6200F4400B00F4400B00F,-0.5916,-1.0811439054631697,-1.5440978512775665
0091000F3008000F3008000F,0.0,-0.5659074427222199,0.5550605926851404
0092000F1107000F1107000F,0.0,-0.5998856825764562,0.5703807963171326
00A2000F2109000F2109000F,0.0,0.0,1.4115410213865978
000F000F000F000F000F000F,-0.007552714845182377,-0.0011021163410560135,-0.0012097602443805866
00B2100F4200A00F4300A00F,-0.8909786141761716,-0.5848159567172531,2.4625432293836624
0091000F2008000F2008000F,0.0,0.0,0.0
0093000F3009000F3009000F,0.0,-0.5776290000000001,1.8420336854764863
0009000F0009000F0009000F,-0.00012542694392899775,-4.500004327962014,-0.00015314645168375794
0095100F4200900F4200900F,0.02899964102916441,-0.9,2.5210800000000004
00A6100F2500B00F2500B00F,-0.9,-1.2590305122050032,-1.6382938624508403
1094100F3200A00F3200A00F,0.0,-0.30000000000000004,0.0
1085100F3300900F4300900F,0.0,-0.6000000000000001,0.0
20A4200F4310A00F4320A00F,-2.1,0.6000000000000001,0.0
20A4300F3410A00F4310A00F,0.0,0.9,0.0
10A3100F4400900F4400900F,-0.27206806993448485,0.0,0.0
00B3100F3300900F3300900F,-4.700305322121803,-4.0197388274563695,-4.120651578403035
0083000F2108000F2108000F,-0.6000000000000001,0.0,0.1069009275778452
0092000F2108000F3009000F,0.0,0.0,0.006000000000000002
00B2100F4200A00F4200A00F,0.0,0.0,0.6120000000000001
0530000F1160000F1160000F,-0.5938821816218341,1.096239622719264,5.181081539774041
10A3100F3300A00F3300A00F,0.0,0.0,0.0
00A3000F2308000F2308000F,-0.5940000000000001,0.0,5.765194694850868
20A4200F4400B00F4400B00F,-1.2098412919250698,-0.6000000000000001,-0.30000000000000004
20B3400F4420C00F4420C00F,0.0,-0.30000000000000004,0.0
20B3500F4420C00F4410C00F,-1.8,0.0,0.0
10A4200F4400B00F4400B00F,0.0,0.30000000000000004,0.0
10B3100F3400900F3400900F,0.0,-0.013552066097569457,0.0
1083000F3107000F3108000F,0.0,0.0,0.24511967386431327
0092000F3107000F3108000F,0.0,0.0,0.9
1074000F2207000F2207000F,-0.6000000000000001,0.0,-0.2688816239258054
1081000F2107000F2107000F,0.017219105550963728,-1.817168006710249,-0.32430000000000003
1085000F3308000F3308000F,-1.81010467788,0.0,0.6000000000000001
1094100F4300A00F4300A00F,-0.6000000000000001,-3.75,-1.3309757311837198
1074000F3207000F3207000F,9.460671026225683,-0.0028498658126409424,0.0
1094100F3200A00F3209000F,-1.2153958143,-1.4752123590688033,0.0
00B2100F3200A00F4200A00F,0.0,-1.440033674743138,1.9831705849887276
10A5200F4400B00F4400B00F,-0.9,-1.2000000000000002,1.8499063112548324
00A5200F4400B00F4400B00F,-0.5955525195714982,-1.497,-0.15854611955174913
1085000F3300900F3300900F,0.0,-1.8,0.0
20A4200F4220A00F4220A00F,0.0,0.0,1.02
10A5300F3230A00F3230A00F,-1.5,-0.9,0.6000000000000001
00A5300F3230A00F3230A00F,-1.1400000000000001,0.0,-1.2000000000000002
00B2100F3200A00F3200A00F,0.0,0.0,0.40658501444747785
1094000F4200A00F4200A00F,-2.1,0.0,-1.2000000000000002
1093000F3208000F3308000F,0.0,0.0,-0.9168562328700001
0530000F3150000F3150000F,0.0,0.0,2.503141486875455
10A3000F2308000F3308000F,-1.2151835884723998,-0.8767749359397474,-0.02400000000000002
00A3000F3308000F3208000F,0.0,-0.29087502740507615,1.6879110365230954
00B2100F3200900F4200A00F,0.0,-0.9,0.6000000000000001
00A6100F4400B00F4400B00F,-0.5839188705563189,-0.9,0.0
10B5200F3320B00F3320B00F,0.0,0.08263211151206715,0.0
0095100F4300A00F4300A00F,0.0,0.005517000000000001,0.0
00A2100F4200900F4200A00F,-0.004708745740481784,-0.6000000000000001,0.0
00B3000F3308000F3308000F,-0.6000000000000001,0.0,0.6000000000000001
0085000F3209000F3209000F,0.5403313434527348,0.0,0.0
1083000F3107000F3207000F,0.0,-1.8476963401945383,-0.6118590523660311
0090000F2060000F2060000F,-0.49646378277970826,-1.1276417058500328,0.4156309389377184
0520000F2040000F2040000F,0.0,0.0,0.06701302581059243
0080000F1160000F1160000F,-0.6183330145787947,-1.2000000000000002,-1.1882958785577182
0000F00B0000F00B0000F00B,0.0,0.0,0.0
0090000F2060000F3060000F,0.0,-0.6000000000000001,0.0
0093000F3208000F3208000F,-1.1618587411199792,-1.1351926851663976,-0.7220646497567776
0096100F4300900F4300900F,0.0,-0.017577057325866598,0.0
00A3000F2308000F3308000F,-0.5944708825130803,0.0,0.0
1094100F3300A00F3300A00F,-1.1976000000000002,-4.538508706027516,-1.0500375946759597
10B3100F4400900F4400900F,-1.2000000000000002,0.0,0.0
1094000F3308000F3208000F,0.0,0.6000000000000001,-0.9
10B3100F3400A00F3400A00F,0.0,0.0,0.07490249340272168
10A3100F3300900F4300900F,-0.015660000000000004,0.0,-2.4000000000000004
10A3100F3400900F3400900F,-1.8199027110000001,-0.30000000000000004,0.0
1095100F3400900F3400900F,-0.8049268047779501,-1.439677405592278,0.0
00B2100F4200900F4200A00F,0.0,0.0,1.3159476480263401
20A3200F4400B00F4400B00F,-2.1,0.0,0.0
20A4300F4310A00F4310A00F,-1.806,-1.5,-1.77
10A4300F4310B00F4310B00F,0.0,0.0,0.0
10A4100F3400A00F3400A00F,0.0,0.0,0.06598813379994191
1092000F3207000F3207000F,-1.7829672318961558,-0.45138927628932074,-0.3835486649295563
0092000F3107000F3207000F,-0.9077614529318808,0.0,1.37816134511687
10A5200F3400B00F4400B00F,0.029926306323958284,0.0,0.0
10A5100F4400B00F4400A00F,0.0,-0.2940014372281695,0.0014872324725251265
0530000F2050000F2150000F,-0.020339487517632097,0.0,-0.6000000000000001
10A2100F4200A00F4200A00F,0.02181409140036593,0.0,0.0
0092000F2108000F3108000F,-1.1080595708379057,0.0,0.0
00A3000F3308000F3308000F,-1.9675724516533024,-1.5378532282510466,5.181710149105815
0091000F1008000F1008000F,23.476381173403947,-4.5,-9.0
0091000F2009000F2009000F,9.0,0.0,0.0
00A2000F200A000F200A000F,4.499683006456169,0.0,0.0
0092000F3009000F3009000F,0.006883215160326111,-2.4000000000000004,-0.6062821097596514
1082000F3108000F3108000F,-0.5997998230189207,-0.30000000000000004,2.6100000000000003
100F200F4400C00F4400C00F,0.0,0.0,0.6000000000000001
100F200F4200D00F4200D00F,0.0,0.0,-1.8
100F200F3200D00F3200D00F,0.0,0.0,-1.218
0520000F3050000F3050000F,-0.5903242268434785,-2.7356017202199143,0.8639758421418547
10A3100F3300900F3300A00F,0.0,-1.8,1.8632953690720304
10A5200F4310B00F4310B00F,-1.797,0.0,0.0
10A3000F210A000F210A000F,0.0,0.0,0.018000000000000002
0094000F3208000F3209000F,-0.4110583294931618,-1.1808428126406767,0.0
0083000F3107000F3108000F,-0.5964,-1.799996061118343,0.0
1095000F4300900F4300900F,0.0,-1.7862,-0.41038968352409333
0080000F3005000F3105000F,0.0,0.0,0.014850620116995925
1084000F3308000F3308000F,-0.570875924550644,0.0,0.0
1080000F2006000F2006000F,0.0004889400000000002,0.0,0.0
1091000F2107000F2107000F,0.0,-2.3737883320955797,0.0
10A4100F4300A00F4300A00F,0.0,-1.5,0.9060000000000001
0521000F2106000F2106000F,0.0,0.0,0.3004094630564378
1094000F3309000F4309000F,0.0,-0.9,-0.6000000000000001
00B3100F3200A00F3200A00F,-0.5853125114001355,0.0,0.0
1094000F4300900F4300900F,-3.440886524539589,-3.4349999999999996,-3.5464974
10A5100F4400A00F4400A00F,-2.58,-1.8,-0.345
00B3100F3200900F4200A00F,-1.2000000000000002,0.0,0.0
0093000F3207000F3107000F,0.0,-0.5869831681800001,0.0
1094100F3300900F4200900F,-1.1055977833713633,0.0,-0.28740000000000004
0623000F2307000F2307000F,0.07192491399676947,0.5186119564668605,0.0
00B4000F3200B00F3200C00F,0.0,0.0,-0.591001869920045
0091000F3106000F3107000F,-1.6934452399784163,-0.9566857709352502,-0.6724185439017086
0095100F4200900F4200A00F,0.12035836088122878,0.0,0.0
00A3000F310A000F310A000F,-0.5759844614612611,0.0,0.0
10A3000F3108000F3108000F,-1.195790923378679,0.0,0.0
1094100F4200900F4200900F,0.0,-0.30000000000000004,0.0
00B3100F4200900F4200900F,-1.2000000000000002,0.0,0.0
00A3000F3208000F3209000F,-0.6031531045478742,0.0,0.0
00A5200F4400A00F4400A00F,0.0,0.0,0.7800000000000001
00A5200F3400B00F4400B00F,-1.8,0.0,0.0
00B3100F3200900F4200900F,-0.6000000000000001,0.6000000000000001,0.0
00A3000F3108000F3108000F,0.0,0.0,0.0
00A6100F3400B00F3400B00F,-0.3053753005214402,-1.4400000000000002,0.0
0091000F1107000F1107000F,0.0,-0.0017149882359743238,-0.6140331855526175
00A3000F2308000F3208000F,-1.1867778852410211,0.0,2.3404014787295395
0083000F3107000F3107000F,0.0,-0.930100320309,-0.30000000000000004
0083000F2109000F2109000F,-0.2589611801579234,0.0,-0.6595851953889266
00A5300F3500A00F3500A00F,0.0,0.0,0.41062802685880806
00A5100F3200A00F3200A00F,-0.5382435515727462,0.0,0.0
00C2100F4200A00F4200A00F,-1.7183631958095589,0.0,3.1325061759678707
1094300F4220A00F4220A00F,0.0,0.0,0.6000000000000001
10A4300F3400A00F3400A00F,0.0,-2.4000000000000004,0.0
10B5500F4330C00F4330B00F,-0.30000000000000004,0.0,-1.2000000000000002
10B6300F4330C00F4330B00F,0.0,0.0,0.00015434667995990194
20A4200F3400B00F3400B00F,0.0,-1.2000000000000002,0.0
300F400F4510C00F4510C00F,0.6000000000000001,0.0,1.2000000000000002
20B5200F4310B00F4310B00F,-1.2000000000000002,-1.2000000000000002,0.30000000000000004
100D500F3300E00F3300D00F,0.0,-0.6001080000000001,0.0
00C6300F3330D00F3330C00F,0.0025612392742437842,0.0,0.0
0081000F3060000F3060000F,0.0,-0.9005931256174944,0.6000000000000001
00C6300F3330C00F3330C00F,0.0,0.9515682328934272,0.0
00B2100F4200900F4200900F,0.0,-0.6000000000000001,0.0
10A6200F4400B00F4400A00F,0.0,0.0,0.30798728993929814
10C6300F4320C00F4320C00F,1.5,0.0,0.0
00C4600F3230D00F3240C00F,-0.9,0.0,0.0
00C4600F3240C00F3240C00F,0.0,0.006000000000000002,0.2662073756224539
0090000F2006000F2006000F,0.0,0.0,1.9951000593989205
1083000F2108000F2108000F,-1.1778240599381598,0.0,0.0
1085000F3208000F3208000F,0.0,0.0,0.0
1083000F3206000F3206000F,0.0,0.037506149105250804,0.0
0091000F2106000F2107000F,0.0,-0.5295685831258197,0.0
00A5100F3200B00F3200B00F,-0.6000000000000001,0.0,1.126438867655554
00B4000F3200C00F3200C00F,0.0,0.0,0.0
000F300E3300D00F3300E00F,0.0,-0.5737926243775462,0.609
0095100F3300900F4300900F,-1.1181895523860579,0.0,0.0
00A4000F310A000F310A000F,0.0,0.0,0.8076301418097338
00A2000F3207000F3107000F,0.04848191669880404,0.0,0.0
0081000F2007000F2007000F,9.036489339926892e-05,0.0,-9.592277152364492
