,action_TFC_finish,action_TNC_finish,action_greedy,action_noise
0090000F2106000F2106000F,67.86712180246992,-51.47019199610071,-41.166743641851625,-51.35268256174851
0630000F2060000F2060000F,75.4609945639184,42.665349443296265,38.88606926549358,49.37060774725323
0520000F2060000F2060000F,81.69291588216194,-3.6692947081829654,-4.622534740260395,-14.258497764546593
0510000F1040000F1040000F,87.6023652849343,-41.523036702508946,-38.32077327447286,-34.28575920091096
0070000F2060000F2060000F,93.76123190009085,-59.285669566601385,-67.8152846731997,-64.30953120775644
0510000F2040000F2040000F,-48.699316577276214,-57.79951439099603,-44.625,-32.01922554691157
0420000F2050000F2050000F,3.6995141693679034,-18.15,-16.185000000000002,-20.39271129276696
0080000F3007000F3007000F,6.511930691401381,-6.0,-3.0,-1.5
1080000F2106000F2106000F,-3.0,-12.0,-1.5,-0.28971204539382445
1093000F3208000F3208000F,-9.0,-5.727578190235841,18.14177000298676,-5.6139334189453125
1093000F3209000F3209000F,-6.0,-3.3686293982893396,-7.5,-2.3625
00A3000F3209000F3209000F,3.5915816381692904,-4.424992520387051,16.434578538616964,2.2032390522389647
00A2000F2108000F2208000F,0.0,-4.5,0.0,0.0
0092000F3207000F3207000F,0.684756796583337,25.58718932155475,-5.8839901635789555,32.93680002135913
0074000F2207000F2207000F,25.302916036341536,13.184769236236749,0.0,24.52221849731346
terminal,0.0,0.0,0.0,0.0
0091000F2107000F2107000F,-20.045559923403605,-81.46005202911253,-67.1999816357557,-73.37067443847656
00A3000F3307000F3307000F,0.0,0.0,0.0,24.82173626352814
0092000F3107000F3107000F,0.0,-5.947420704182476,18.218928396006554,-27.354596507812495
1094100F4200A00F4200A00F,2.7,-12.0,-3.0,0.0
1094100F4200A00F4209000F,0.0,0.0,0.0,8.64395625
10A3000F3208000F3208000F,-4.5,-17.337430586939313,26.394364940432,-0.5918782671496234
20A3200F4400B00F4400B00F,-6.0,-12.0,-6.0,0.7875000000000005
0093000F3107000F3107000F,0.0,0.0,-4.5,-9.0
0091000F3107000F3107000F,-6.424683699503331,5.739852427290351,-19.265862392510012,8.066191817831282
0091000F2007000F2007000F,-0.5311786241638776,-4.5,-1.5,2.053267995626701
00A4000F3308000F3308000F,8.77754907482035,45.55332641625999,0.0,0.0
