,action_TFC_finish,action_TNC_finish,action_greedy,action_noise
0090000F2106000F2106000F,9.074392626976845,-62.7499821149845,-66.19697235409659,-64.81445528619157
0091000F2107000F2107000F,-11.581230679812016,-74.33961811477036,-67.99993017391397,-67.08196329626536
00A3000F3307000F3307000F,22.249272794585117,8.673227897933806,14.0897119184806,15.282056265517436
00A3000F3308000F3308000F,-5.550430583294174,-11.447188475556668,-5.249107134081418,8.06187157060318
1095000F3300900F3300900F,-7.595404960835111,-8.124303422328897,-11.775973147544242,0.7676551726591221
00B3100F3300900F3300900F,-9.772364109731132,-6.135533877825189,-56.33145345820619,4.085573687526383
0095100F4200A00F4200A00F,1.348799958131755,-0.33054395592765307,27.426873486297737,-50.49759537500272
00B3000F3109000F3109000F,-35.73434176918589,-43.96862930398381,-14.28480669675381,31.534663016777618
00B3000F3208000F3208000F,0.5256401086983473,-2.7218345303151965,-3.0706467425807453,2.885406284633815
0092000F3108000F3108000F,-40.86674798156847,-1.330289999999998,4.024627562567829,6.719101285345669
0520000F2050000F2050000F,-7.983754865074615,-4.264957124385608,-5.823605919657199,-65.27389904784937
0080000F2060000F2060000F,-21.043356222681705,-6.024959022005546,-16.618559643361458,-43.42172771260121
0090000F3060000F3060000F,-22.208073670132343,1.1054986267425377,5.195393360240047,-47.584925159561934
00A2000F2208000F2208000F,-14.539633177574942,-3.6139319562402106,-35.60917578068555,-1.024802219106963
1000F00C1000F00C1000F00C,-43.64768334250846,-36.005845123897004,-51.06710371930973,-2.1554742067075994
1000F00E1000F00E1000F00E,-0.33407088338151647,-38.56302850019088,-38.336118610700254,-12.316790116828734
terminal,0.0,0.0,0.0,0.0
0623000F3207000F3207000F,15.163064633802517,6.18470606028576,15.878312302092262,22.371248250131778
00A4000F3208000F3208000F,5.56836585667397,-12.089543488187465,2.660013014302397,-10.8
0094000F3208000F3208000F,-1.683677852411674,-1.5535779407603378,2.102779266290163,2.9462576099423465
00B2100F2400A00F2400A00F,-0.16049955662073678,2.5399680108841967,1.6492633771550818,-1.5582163492337457
00B3000F3209000F3209000F,-6.070874001949008,-10.553903478284626,3.001148354708138,-20.35102606755281
0092000F3107000F3107000F,6.251308874861392,4.108800050419262,0.7119258394244454,20.32626814346952
0092000F3207000F3207000F,3.6997964721649614,-9.910350220403958,-9.409653212440993,-2.91683186836582
0092000F2107000F2107000F,5.722388629807483,-5.779929354570463,1.3708553794809575,-16.972508839816168
