,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
F0F00F46,0.0,0.0,-1.1800000000000002
AB0F0F0F,-1.600832139,-0.17000000000000012,0.0
F00FC3F0,0.0,0.6700000000000002,0.0
FF0FF00F,1.3399999999999999,0.0,0.0
0FAB0F0F,0.0,-0.14007660226410024,0.0
0F0F0F0F,-0.363470095491776,-1.5299999999999998,-1.5299999999999998
C3FF0FF0,0.0,1.699,0.0
0FF0F00F,-2.3600000000000003,-0.81399,1.1442603939274325
C30F0F0F,0.0,0.0,3.200187781038645
0FC3F0FF,0.0,0.0,-0.8400000000000001
0FFFC3F0,0.0,1.1800000000000002,0.0
0FFF0FF0,0.0,0.6700000000000002,0.0
0FF00FF0,1.5754320000000002,0.0,-1.5299999999999998
F0C30FFF,0.0,-0.16999999999999993,0.0
0F0F460F,0.0,0.0,3.664911622576441
0F0FC30F,0.0,0.0,3.9547473885596363
F00FF00F,0.0,0.0,0.9552099805656781
0F0F0FAB,0.0,0.7862,0.0
0F460F0F,3.0933115640100004,0.0,0.0
F00F0FF0,0.0,2.311836472680945,-1.19
C3F0FF0F,0.0,0.0,-0.06470000000000009
F0FF0F0F,0.0,0.24676654764989978,0.0
0FC30F0F,-0.7302274014600734,-0.3385272056383924,-1.0030000000000003
0F0F0F46,-0.2979038223414592,0.0,-0.24529867239517678
0FC3F0F0,0.0,0.0,1.0099999999999998
F0F00F0F,2.4037291216366503,0.0,0.0
F0F0460F,0.0,0.0,0.0
870F0F0F,0.5,0.0,0.0
0F0FF0F0,1.7596226724723305,-1.2760100000000003,0.0
0F0F0FC3,2.3652894471710004,0.0,0.0
46F00FF0,0.0,1.0100000000000002,0.0
F0C30FF0,-1.0100000000000002,0.0,0.0
0FF0FF0F,1.2471321089632381,0.0,0.0
F00FFF0F,-1.01,0.0,0.0
FF0F0FF0,1.3407041564010003,0.0,0.0
FF0FC3F0,-0.750627087836335,0.0,0.0
460F0F0F,0.0,2.481079172326899,0.0
