,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
F0B6F0,-1.67,0.0,0.0
C3F0F0,0.0,1.18,0.0
F00F0F,6.648606959632337,0.0,-1.1938089074250575
FFAB0F,0.0,0.0,0.67
F00FFF,0.0,0.0,-1.3690754509816057
F0F00F,0.0,6.000281304765094,0.0
0F0F0F,-2.01,2.4470052847061847,0.0
F0C30F,0.0,0.0,0.67
0FF0FF,0.33999999999999997,0.0,4.015628948807835
0FF0F0,0.0,6.485202039232146,0.0
F0980F,-0.5340999999999999,0.0,0.0
ABAB0F,-0.5100000000000001,-1.6121526156380561,-0.7746557122250748
F0F0F0,0.0,-0.3625959999999999,0.0
0FF00F,-0.004920948859851304,2.605345321409402,-1.1136131
460FAB,1.85,0.0,0.0
0F98F0,-1.6700000000000004,0.0,0.0
C3F00F,0.0,0.6600000000000001,0.0
0FFFF0,0.0,0.0,1.8909539317595765
AB0FF0,-0.3200000000000001,0.0,0.0
C3AB0F,-1.52,0.0,0.0
AB0FC3,0.0,0.0,-0.1700000000000003
F0C3F0,0.0,1.0,0.0
C30F0F,0.0,0.0,2.1529377641381684
0FF046,0.0,0.0,-0.04979137937900009
0FC3F0,-0.5424700000000001,0.0,0.0
0FC30F,-1.14596,0.0,3.4486670671708115
F0F0AB,-1.62275,0.0,0.009999999999999966
F00FF0,2.642574272508095,0.0,0.0
F0FF0F,8.567626840819713,0.0,0.0
FFF00F,-0.6789104116050002,4.341378364907788,-0.006550145900178939
F0460F,0.5219877585589001,0.0,0.0
0F0FF0,0.0,1.3642741402250733,0.0
0FAB0F,0.0,0.0,5.637154749934534
F0F0FF,0.0,-1.4223457740742504,-1.25355606676925
0FFF0F,0.0,2.52,0.0
F0ABFF,0.0,0.0,-1.8451077407425058
ABF00F,0.0,1.072143162558105,0.0
AB0F0F,1.4445996232500002,-0.2680770435714872,-1.3399999999999999
0F0F46,0.0,1.1800000000000002,0.0
terminal,0.0,0.0,0.0
F0AB0F,0.7624593230832499,0.0,0.0
FFABF0,0.0,1.3399999999999999,0.0
780F0F,0.0,0.0,-0.589369324045497
980F0F,0.0,0.0,-0.3299999999999999
0F0FAB,0.0,0.0,-1.34
0F0FC3,0.0,0.0,1.2140713733852584
