,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
F00F,7.535749245155079,-1.1513965836647873,-0.40196942628140486
0FF0,2.4136732991333165,0.0,0.0
F0F0,-0.3958910817007306,3.1115628243612954,-1.4836155076177027
ABFF,-1.3563704249766644,-1.672056624312308,0.49727611198184163
C3FF,-1.7497475071365074,-0.6700000000000004,0.0
FFAB,0.0,0.0,2.1330545762669213
AB0F,-0.3400000000000001,2.948089094204177,-0.33000000000000007
FF0F,3.742572144687312,-0.3096011695301733,-1.8102452362890278
0F0F,0.3818127289272478,-0.9804400312186438,-0.9277845818816842
0FAB,-0.650192045436079,5.574828451734425,-1.1438
F0FF,0.009999999999999966,-0.4155282480020248,7.280944915172629
terminal,0.0,0.0,0.0
C30F,-0.2835615788363561,0.36163334206851905,6.022214511277204
0FFF,0.1159421341553925,0.0,3.614570439209243
890F,0.0,0.0,0.9670479697129271
0A0F,0.0,0.0,1.2908301814677265
ABF0,-1.695715087708857,-1.6987689574418998,-0.13217335382098513
5A0F,0.0,0.0,0.6687785021837712
460F,2.6698449970684037,0.0,0.0
0FC3,2.7868280117325934,0.0,0.0
C3F0,4.69136013206483,0.0,0.0
F0C3,5.861222010028777,0.2732437550839958,-1.0730615171191011
F0AB,0.0,3.4361673983019987,0.0
F046,0.635844435580065,0.0,-0.22475580971767706
C90F,0.0,1.6891922308305973,-1.3600000000000003
87F0,-1.4634913258391744,0.0,-0.7109998364349657
46F0,3.407465302702491,0.0,0.0
FFF0,0.0,0.5791238828102935,0.0
8B0F,0.0,0.0,0.5782842536753272
980F,0.0,0.0,-0.9562252981315622
FFFF,1.0169024910310744,0.0,0.0
0F89,0.0,0.0,1.3421268830542918
F087,0.0,1.8615090944508408,0.0
0F78,1.1700000000000002,0.0,0.0
FF87,0.0,0.0,0.15790920157301577
