,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
0FAB0F0F0F,-0.8500000000000004,0.0,0.8615
0F0F0FF0FF,0.0,1.6550000000000002,0.0
0F0F0F0F0F,0.0,-0.16999999999999993,7.2733559886261006
0FFFF00F0F,1.85,-2.0100000000000002,-0.5100000000000001
AB0F0F0F0F,0.0,-0.35483025390000034,0.2459
0F0FF0FF0F,0.0,0.0,-1.1700000000000004
0F0FFFF00F,-0.8500000000000004,-0.8500000000000004,0.0
C30F0F0F0F,0.13771899999999995,-1.5100000000000002,-0.3400000000000001
FFF00F0F0F,0.0,-1.5200000000000005,0.0
F00F0FF00F,0.6799999999999999,0.0,0.0
0FF0F00F0F,0.0,0.0,2.2538500000000004
F0FF0F0F0F,0.0,0.0,-0.8500000000000004
0FFF0F0FF0,-0.8500000000000004,0.0,0.0
F00FFF0F0F,1.0099999999999998,0.0,0.0
0FF00FF00F,-0.8500000000000004,0.0,-0.33000000000000007
0F0FF00FFF,0.31999999999999995,0.0,0.0
F00F0F0FF0,-2.56409,0.0,0.0
0F0F0FAB0F,0.0,3.4651950000000005,0.0
0FC30F0F0F,-2.4400529000000004,0.0,0.0
