,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
F0940F0F,0.0,0.0,0.34000000000000025
940F0FF0,0.68,0.0,0.0
0FF00FF0,0.0,0.0,0.6700000000000002
0F0F0F46,-1.6800000000000002,0.0,-2.3600000000000003
94F00F0F,0.34000000000000025,0.0,0.0
0FC30FC3,0.0,0.34000000000000025,0.0
C30F0FC3,-1.0100000000000002,0.0,0.0
0F0FC30F,0.9702000000000002,0.0,0.0
F0F00F0F,0.2661000000000002,0.0,0.0
C30F0F0F,-1.3399999999999999,-1.3400000000000003,0.0
460F0F0F,0.9520000000000002,0.0,-0.6700000000000002
0FC30F0F,0.0,0.0,1.1532899999999995
0F94F00F,0.0,0.0,0.7609000000000002
0FF0940F,0.0,-1.2490999999999999,-0.6700000000000002
0F0FF0F0,0.0,0.0,0.0
