,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
F0F00F0F,0.0,2.6935024544321347,-1.67
0F0F0F0F,-2.135675100021116,1.5091363895898486,0.16126628771343066
0FAB0F0F,-1.3500000000000005,0.2953834389179475,-1.5694000000000004
AB0F0F0F,0.0,0.0,2.548799378243371
C30F0F0F,-1.35,-0.5662369477151211,1.1674257927996328
FF0F0FF0,0.0,0.4900000000000002,0.0
FF0FF00F,0.0,1.0431544864993842,2.3849840803874556
terminal,0.0,0.0,0.0
FFFF0F0F,0.0,0.0,-0.9615655567620618
0FFFFF0F,-0.06377591130874656,-1.549715,0.0
F0FF0F0F,0.0,-0.3294950000000001,3.1126017794550913
0F0F460F,0.0,-0.6699999999999999,0.0
FFF00F0F,3.524203256567777,-0.47734350000000014,-0.6699999999999999
F00FFF0F,0.0,1.7862778887959991,0.0
0F0FAB0F,0.0,-0.5199999999999999,0.0
0FF00FFF,0.0,-0.3400000000000001,0.0
0FF00FF0,2.8310725601836095,0.0,0.0
F00FF00F,0.0,-1.4478503706733132,0.0
460F0F0F,0.0,-0.23510603475954417,0.39382968726687173
0FF0FF0F,-1.0457517355500003,0.0,0.0
0FC30F0F,1.0895744181566493,0.0,0.0
0FF0F00F,-0.45023255848770405,0.0,0.0
F00F0FFF,0.0,0.0,0.5951886388795999
0F0FF0F0,1.2362924292764939,0.0,0.0
0FFFF00F,0.0,0.0,1.0166081496422275
