,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
C3F00F,-1.6799999999999997,-0.3299999999999999,-2.0100000000000002
C30FC3,0.0,0.0,0.67
0FFF0F,0.6587213360985119,0.0,0.0
C30FF0,0.0,-0.17535820450973194,0.5099999999999998
0F46F0,0.0,0.0,-0.6699999999999999
0F0F0F,-1.4860900000000001,0.5952311657357144,-0.19980699999999976
0F0FFF,0.9374989755767396,-1.72071044303,-0.17000000000000012
FF0F0F,-0.6703631233436211,0.0,0.0
terminal,0.0,0.0,0.0
F0F00F,4.8654257961276,-1.2841000000000002,0.0
F0C30F,-1.3399999999999999,0.0,0.0
AB0FF0,2.5100000000000002,0.0,0.0
C3F0FF,0.0,-1.6800000000000002,0.0
980F0F,0.0,0.30589999999999995,0.0
94F00F,0.0,1.1800000000000002,0.0
460FFF,0.0,0.0,-1.0099999999999998
0FFFFF,0.0,1.5100000000000002,0.0
FF0FFF,0.0,0.0,0.009999999999999966
F00FF0,2.7914006377318543,0.0,0.01401930000000001
0FC3F0,0.0,0.3400000000000001,0.0
980FF0,0.0,1.6799999999999997,0.0
F0F0F0,-0.1700000000000003,1.7904689042730002,0.0
0FC3AB,0.0,2.5100000000000002,0.0
F00F46,0.0,-1.652423,0.0
0FF0F0,0.0,0.0,2.8123793196717273
ABC30F,0.0,0.0,-1.6800000000000002
ABF00F,0.0,0.0,-0.9064900000000002
F0FFF0,0.0,0.0,2.1900000000000004
F00FC3,0.0,0.0,0.3180348070000001
AB0F0F,-1.36699,0.3594590763687271,0.0
F0F0C3,0.0,-2.0088467730299997,0.0
0FF00F,0.0,0.985,0.0
0FAB0F,0.0,0.0,-1.993776785665029
