,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
0FF0F00F,0.0,2.471,0.0
F0C3F00F,0.0,2.64,-2.3939999999999997
0FF0C3F0,0.0,0.0,2.2206
0FC3F0F0,0.0,0.0,4.08614
0F0FC30F,2.19,0.0,0.0
F0F00F0F,0.0,0.0,7.368110400000001
F00F0FFF,2.802,0.0,0.0
AB0F0F0F,0.0,2.57139104,0.0
0F0FAB0F,0.7847739999999996,0.0,0.0
F00FF0C3,0.0,4.201499999999999,0.0
C3F00FF0,0.0,0.0,10.117472799900002
0F0F0FAB,0.0,1.1700000000000002,0.0
0FC30F0F,0.0,0.0,0.9011999999999999
F0F00FC3,0.0,4.400097204,0.0
F0F0C30F,0.6460000000000001,0.0,0.0
0FF00FF0,0.0,5.972196081090001,0.0
0FF00FFF,0.0,0.0,2.19
F00FF00F,0.0,0.5411500000000002,0.0
F0C30FF0,-2.7,-0.1250000000000001,0.0
C3F0F00F,0.0,2.1282430999999997,0.0
F0F00F46,0.0,-2.0200000000000005,3.41097204
F00FFF0F,0.0,1.85,1.0
46F00FF0,-2.3294,0.0,0.0
F0FF0F0F,0.0,0.0,1.1261081745790003
C30F0F0F,0.0,0.0,0.0
