,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
0FFF0F,-2.0100000000000002,6.566261283324919,0.0
FF0F0F,-2.232,1.6606451078937696,-1.67
F0FFF0,-0.516710343316403,0.0,-1.6800000000000002
0F0F0F,-1.6800000000000002,0.8280352390378782,4.951591973741499
ABF00F,0.0,0.9848852390378783,0.0
0F0FFF,-0.3502969472978137,-0.6094130349199437,1.7249953985703914
F00F0F,7.600928747319678,-1.2545000000000002,0.47896418113586003
FFFFFF,0.0,2.5219773268893184,0.0
0FF0FF,0.0,0.0,2.91979055957817
4B0F0F,0.0,0.062410499999999994,0.0
FF980F,0.0,1.7229999999999999,0.0
FFF0C3,0.0,-0.41469999999999996,0.5
F0F0F0,-1.5099999999999998,-1.0340000000000003,0.0
0FF0F0,5.415378320213533,0.0,-1.2240922445
C3F00F,0.0,3.8672137604058645,-0.14874253288112227
0FC3F0,1.35,0.0,0.0
F0C3FF,2.3896196637564424,-0.18,0.0
0FABAB,-0.6699999999999999,0.0,0.0
0F460F,3.2636626063410397,0.0,0.0
F00FC3,0.7006000000000001,0.0,0.0
F0460F,0.0,0.0,1.1800000000000002
F0AB0F,0.0,1.1393499999999999,0.0
ABC30F,0.0,-0.19429999999999992,0.0
FFC30F,0.0,0.0,0.51
F0F00F,-1.0415602878963695,-1.4044889991633709,1.5049843837617372
AB0F0F,1.090522111323898,0.0,2.554777802282062
AB460F,0.0,2.5506,0.0
C3AB0F,0.0,0.0,1.6800000000000002
C9F00F,0.0,0.0,-0.5782000000000003
F0FFC3,1.6900000000000004,0.0,0.0
F0F0FF,0.15477876194087362,-0.3299999999999999,0.0
0F0FAB,0.009999999999999966,0.0,0.0
C30F0F,0.0,4.307517033513437,0.0
0FF00F,4.632010351989498,-1.9530875967970802,0.0
0FFFFF,2.5200000000000005,-0.2976941930542367,0.0
0F0FF0,0.9307783843740158,0.0,-0.9431999999999999
C3F0FF,-0.51,0.0,0.0
98FF0F,1.0200000000000002,0.0,0.0
AB0F46,0.0,0.0,0.0
F0ABFF,-1.6700000000000004,0.0,0.0
0FC30F,0.0,1.5561391817864578,-0.4025531060371072
FFABF0,0.3563970283362607,0.0,0.0
F0C3F0,0.0,0.5263970283362607,0.0
FFFF,1.3780345967944847,0.0,0.0
460F0F,0.0,0.0,-1.2929863842075566
F00FFF,3.7841175446125117,0.0,0.0
0FAB0F,0.0,3.4566574426069874,0.0
F0FF0F,1.44148406048768,0.0,0.0
FF0FF0,0.0,0.9230669643867986,0.0
FFF00F,1.3599498770734995,0.0,0.0
F00FF0,-0.47713845580679415,0.9423147014107279,-1.1493224024671378
ABFF0F,-1.646520361461613,0.0,0.0
FFFF0F,0.0,0.0,1.225
C3FFF0,1.17,0.0,0.0
FFC3F0,0.0,0.7028314817542793,0.0
