,action_ATK_nearest,action_ATK_nearest_weakest,action_ATK_threatening
F00FFF0F0F0F,0.0,0.8632599999999997,0.0
0FFFF00F0F0F,4.43493614388,0.0,-1.6800000000000002
0F0FFFF00F0F,0.9461859999999997,0.0,0.0
0FF00FFF0F0F,0.0,-0.4894000000000003,-2.0200000000000005
0F0F0F0F0F0F,-5.290954351274547,-11.768837783797393,-10.45470274517913
F00F0FF00F0F,-1.6800000000000002,0.0,-0.56467999383112
FFF00F0F0F0F,0.0,0.0,-2.31639814
F0FF0F0F0F0F,0.4006185999999999,0.0,-1.3400000000000003
0F0FF0F00F0F,0.0,0.33999999999999986,0.0
0FF0FF0F0F0F,0.8361096771939998,0.0,0.0
F00F0F0FFF0F,-1.8892346280599999,0.0,0.0
0F0FFF0FF00F,0.33999999999999986,0.0,0.0
F00F0FFF0F0F,-0.8500000000000001,0.0,-1.3400000000000003
FF0FF00F0F0F,0.7336353399999997,0.0,0.0
F00FF00F0F0F,0.0,0.0,-0.6204361019974587
0FFF0FF00F0F,2.5430933999999996,0.0,0.0
0F0FF00F0FFF,0.33999999999999986,0.0,0.0
0FF00F0F0FFF,0.0,0.0,-1.6800000000000002
0F0FF0FF0F0F,0.0,0.6799999999999999,0.0
F0F00F0F0F0F,0.0,0.0,9.989828364420916
460F0F0F0F0F,0.0,0.0,2.56802493694746
0FF00F0FF00F,4.195742493694746,0.0,0.0
0F460F0F0F0F,-3.04,2.6583123,0.0
0FF0F00F0F0F,0.0,-2.2547,1.1091515813757447
