,action_TFC,action_TFU,action_TNC,action_greedy,action_DFC,action_DFU,action_DNC,action_DNU,action_retreat
10A3000F3306000F3306000F,-11.911193415885064,36.19207507428982,-12.173903376838023,-6.013664344867037,4.788113944967337,2.2566360499917133,-3.5065252725982363,-4.154282292197307,4.477261752054098
1094000F3307000F3307000F,-9.0,9.499789841265311,-11.221060572590662,-3.55731875562976,-13.5,-1.5,-6.225240668139449,64.6505865794353,-1.5
1093000F3307000F3307000F,-0.4713824656779657,-3.296311582844565,-5.65007520494438,-6.99490745256149,12.798861574537012,-5.2903537141076376,-3.36085572331047,4.5626380249512914,43.48300844715467
1083000F3307000F3307000F,69.46047746823902,6.603207458080191,-15.0,-15.485732046835297,-7.399532438105312,-10.5,37.93877879119497,10.027364867745664,-11.07427540752116
1093000F3207000F3307000F,-13.5,0.0,-13.51831369257295,16.127784082552797,-10.5,-3.0,-6.928880256276063,-2.552664440552824,86.0845349767851
10A3000F3308000F3308000F,0.0,67.82628855773399,-10.778692095015508,0.0,0.0,0.0,0.0,-4.5,0.0
1083000F3207000F3206000F,186.44966698754985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71908407687985
1073000F3207000F3207000F,43.77366123278994,0.0,53.68797654356888,21.890237968574276,106.26431250920355,0.0,0.0,0.0,53.03776076836894
1074000F3207000F3207000F,0.0,92.72299915845457,0.0,0.0,175.79429024872204,0.0,0.0,0.0,0.0
1083000F3207000F3207000F,110.73479593060217,48.46137094620163,24.585940143766166,47.07507017013175,31.61821119495358,0.0,45.05216703460055,26.63228069853089,49.57129578877698
D000000FD000000FD000000F,3.15408835601416,3.5956183589083492,6.973561305347005,2.1719880826759264,13.168347208791394,2.0394601450982996,3.5289006682658,3.7469551548098967,0.9759942028694378
terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092000F3206000F3206000F,104.98139866050539,0.0,-7.244667953911243,-6.0,-10.5,0.0,-7.457813882292241,-6.3820328686111925,0.0
1081000F3205000F3205000F,0.0,0.0,0.0,0.0,0.0,0.0,25.993675497610333,44.588099717692714,-10.5
1081000F3206000F3206000F,0.0,0.0,60.768662209901464,25.895375199299316,0.0,0.0,0.0,80.79269787330266,21.94328220386001
1081000F3106000F3206000F,0.0,0.0,0.0,158.8477588827426,7.221711514826364,42.3340068358944,0.0,0.0,0.0
1080000F3150000F3105000F,0.0,125.0271638057752,0.0,0.0,0.0,0.0,0.0,15.238824067927489,75.4724956731401
1081000F3106000F3106000F,45.326525925165186,30.968036122620163,17.226692240326013,28.288028666672655,22.8773454480841,38.47672055398742,43.742136908353615,16.266077829244324,83.16817822135751
0092000F3207000F3207000F,0.0,0.0,0.0,15.501387842827851,0.0,64.89822175387444,51.019811510488374,70.36386550589754,72.09757567443248
1082000F3306000F3206000F,-0.9681779501359875,0.0,0.0,0.0,0.0,0.0,40.60331730222231,-4.5,0.0
1080000F2150000F2150000F,61.71555167047017,0.0,0.0,0.0,0.0,-1.5,0.0,-6.0,0.0
1080000F3105000F3105000F,0.0,18.460357061364263,0.0,15.273132822271101,0.0,10.60639691465199,26.44752785882144,0.0,60.8961638675053
2085000F4308000F3400800F,-4.5,0.0,-18.0,-4.125,0.0,-8.523563929048331,-15.0,0.0,60.11462730911477
2083000F4207000F3307000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.54486316891902,0.0
0081000F2206000F2206000F,0.0,0.0,0.0,0.0,132.42778584983344,0.0,0.0,0.0,47.47134664524623
2083000F3307000F3307000F,62.08772917859917,-20.625,-18.0,-7.681257039442183,-7.343529807189833,-9.945803074819754,-6.930373732736815,-8.899253527648693,-13.5
2093000F3217000F3407000F,-3.354885680057066,-4.5,-15.0,-4.5,0.0,0.0,23.88400505821274,0.0,0.0
2084000F4207000F3307000F,0.0,0.0,0.0,0.0,124.46648952166484,44.63552263259718,0.0,0.0,41.97430047767185
A200000F2207000F2207000F,36.34558199948307,28.4455003438534,23.724945490470798,6.769195133684623,29.981922344093682,17.565651099923556,28.41260794447425,40.495173180722745,57.6803410418549
1084000F3307000F3307000F,-18.375,-19.14424291460175,-34.89098200058483,4.192631019626553,9.687757027872387,-13.37925764387881,0.5689811773564966,-18.67866423092009,49.096224746090456
2085000F3308000F4308000F,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
2093000F3208000F3207000F,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0
2084100F4308000F4300900F,0.0,0.0,0.0,-10.5,0.0,0.0,0.0,0.0,0.0
300F300F5310C00F4320C00F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0
2094000F4209000F3300900F,0.0,0.0,0.0,90.46745624998692,0.0,0.0,0.0,0.0,0.0
2085100F4308000F3400900F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075000F4208000F3308000F,0.0,0.0,0.0,0.0,0.0,161.44244562348783,0.0,0.0,103.0628022576963
1083000F3206000F3206000F,0.0,0.0,45.79325106132866,101.81622627624193,11.682831181599893,-4.5,0.0,0.0,21.257162606534216
1082000F3207000F3207000F,37.17680193423358,24.1955059883541,1.525561650957144,22.37591821603311,-1.1011354790929957,39.987548361953486,29.410840160146726,12.302074307797838,0.0
1093000F3306000F3306000F,34.07390137876832,90.86564978269934,-6.0,0.0,0.0,0.0,1.5,0.0,21.43554366765591
1093000F3308000F3408000F,0.0,0.0,0.0,0.0,0.0,-13.5,0.0,0.0,0.0
2093000F3307000F3307000F,0.0,0.0,-4.387499999999999,0.0,1.3142568684443248,52.4704808674044,0.0,0.0,0.0
1093000F3208000F3208000F,13.687005617090588,-18.841018364059217,-13.795644240070576,-6.793723692893691,-9.983289777790777,11.805605086322139,12.80466903251879,-0.08587288042672014,-0.9158428543830146
2085000F3400800F3400800F,-5.748875849246627,-7.3125,-0.5415834777401827,0.0,-12.0,61.603034268697215,-0.49307372756453205,-3.0328649502324634,-0.13182657668988096
1094000F3208000F3308000F,0.0,0.0,138.0753150654714,0.0,0.0,0.0,90.31896638303769,64.51646252701823,0.0
1092000F3207000F3207000F,0.0,81.79899200520126,0.0,26.861869022728413,195.44827802355587,0.0,15.50478111289677,4.122372441528016,0.0
