action_TFC,action_TFU,action_TNC,action_greedy,action_DFC,action_DFU,action_DNC,action_DNU,action_retreat
-12.0,-1.5,-18.0,7.5,16.5,3.0,-7.5,31.5,-14.25
-13.953940432872415,3.7603124999999995,-32.98061616145546,-0.18758292999902393,71.8649245609,4.163563136718752,-7.096916938183592,17.828582700878908,-32.8576875
-51.646365948978215,27.084251391578725,-30.503183908606225,27.81165902893588,34.197419923716396,38.850456631436565,0.7223529841048979,59.664740972379626,-31.288742380183674
-13.467505721727012,143.1400267226559,7.385017294036857,32.40791129691794,34.85463486852554,27.290918536931127,-5.103997338692267,42.28326721171052,-34.700649219670034
0.1018682690411099,136.3713296979823,28.49820754153472,36.11427487810223,58.107649096960756,36.89762208229864,0.7997143175313277,53.401109518276456,-40.15918455330808
16.95419753051079,131.68427762891764,0.42738278593650847,65.36396901374653,69.54946635636492,34.9587967745565,-1.7122391777095682,60.03902040434096,-24.458268270692706
15.996740184304699,151.6598555859126,-13.613945347418944,101.64742234557977,65.95770566858488,66.34882022684576,-4.227808672328081,51.79577862976684,-28.13644246700438
20.604628451154163,162.11253690789158,-13.868078340242779,124.5847043406692,97.46366801831368,66.79597948324755,4.071059923299437,42.22058615474001,-15.69023688441548
25.59727272858073,164.99724599948783,-20.718041323339364,157.27538263884213,141.62523662835707,87.92005033713083,41.71153235770893,54.49875360010331,-3.183267278645534
38.58699954034158,173.54178811027577,-32.857492695119035,168.98937228666875,133.0866338349221,91.2587356869468,72.7206957817853,91.99332726729016,-1.8538978769520025
51.79177568912499,194.47708415314662,-23.360701482605712,158.79671964879356,122.67439660213694,94.45197325371647,80.14862482981034,105.075891103764,-0.48883141987582235
48.48501764549893,192.51973323198058,-16.26066780819624,175.7603704992961,102.09002601426428,141.24222565961458,80.0783020217206,90.63411269981749,16.46953848488124
41.22927834117155,201.27901054020396,-29.05828896232329,178.89113356466783,113.65920444358733,133.77770276814869,96.55180901810326,90.61798090799608,15.879757742660892
45.05722697704913,233.10301407559388,-26.821417437462607,182.64045660237883,124.08395527534203,120.09414286621194,114.89025326982663,111.92514049222905,10.301389557104091
54.24313331279159,260.35644284612545,-16.077126865007223,189.16448760956328,152.96722735181862,96.58415607936189,103.08700454802644,114.15937788880954,15.634868234590817
80.22437298021612,261.76051461985867,2.362721943009724,203.63410245992324,130.59773326447703,111.61073537670937,111.64854999685048,131.74331577558115,24.072852351044247
82.33614977909724,262.6854611059996,2.7304516240256618,195.75958968078442,148.67393095323467,136.41611559733343,135.5210531256464,148.77859469040607,45.01173048894842
79.25706474426674,268.03300282536236,5.364706157029076,259.22779092520955,160.54963491766367,168.6734428477239,123.66005553269864,144.51546040046773,40.00732665594127
74.24119427900771,279.2278796597369,3.1961290785719854,252.3758340277122,186.55366810741197,174.495994501251,120.548590863685,165.6179346266636,50.81427800688171
70.12757686382227,267.4927856152945,15.142204756682432,259.31146471540166,204.05913212167837,182.40606025127266,150.53203112760315,168.0077161805851,50.34285161219924
71.47470969922564,277.9306610516752,20.716418533012916,273.22085539363763,208.56257613071656,202.1409746114171,169.350358771225,176.6867163679002,48.62201561843783
77.23866893516161,283.56368435409206,35.59105912531463,281.4014308070558,190.9711380956436,222.13227107247653,175.51434830878324,196.73488093054715,53.67269644730638
92.56837343329755,288.5821335541001,47.77512841219451,309.41494225354506,186.8019370855333,226.72548197440724,182.65336753694052,195.76627198638622,65.21624336387359
95.70603884014349,297.7036010905244,43.19361352649443,307.1289468549974,165.26891548183605,239.10144077214488,228.5561068106379,168.60834713481594,60.3867844515559
91.74517415330283,279.8586074365906,38.71017055493136,312.95561073297415,185.3458051663962,230.09870375704642,205.8649967175403,186.7706925705247,62.42612698598083
95.22239426732335,288.3596555235293,65.8531493752709,314.7401333852888,160.96859008330938,243.31166922356795,206.489420222965,193.82575511221881,55.914568924416095
106.101329754744,298.1326878964213,50.867577448694604,348.59870719939323,160.77033048140714,238.25101454842348,213.17465067195047,188.9889825447818,66.50879514095087
123.3736022761071,294.7877662965882,48.49503200870142,358.23778271370674,175.43760448625764,270.6938549734744,224.90128808794375,197.97171421491632,70.47627996089854
149.62041672980183,323.80360421893135,66.30868132560919,360.6791577596769,174.64715095280226,278.54761784345914,239.98112432709914,196.7006722179382,74.99023442946387
159.88017140358045,349.52425029780585,77.9316581045718,379.8040922504188,194.94288185781545,272.55489134147666,248.37887261289018,213.7757042949076,79.14153150516577
197.99348511491246,364.71889970753045,99.67521098182675,388.87007715159973,186.50520742068167,275.3774103854881,264.36168733550426,220.58513571394272,75.47316737103361
193.49170770124977,346.7058560217975,117.00908155571108,373.50551258485723,213.2431725152287,274.17512153085556,251.48999512605252,212.78261189358568,63.39169189329958
175.19495723878907,341.44504026525516,118.18362182936907,369.5325728554268,188.84862576790417,315.3499094312568,209.5810325065113,210.64741491339922,119.60120917803002
166.8749460006599,357.2548532031781,116.24386682915683,369.03467733999423,170.02740943258377,291.1157865562477,214.08484260485685,219.2559548895173,143.3506417613677
155.34708038119211,351.79585175346386,101.22482326669987,377.5199618063927,169.27011372014135,288.7172996612725,222.60427872769608,210.67003986268767,138.9943008477032
170.93132564363938,342.617405983216,89.60479781387423,393.2772582011553,201.43522421779767,313.1320481312843,220.32512749283921,213.33533954254827,141.98024912286888
162.01248093960714,345.77239411520156,87.13810527422802,420.8089147571942,209.6064779862306,319.03418887783056,194.6175602989362,203.68999842149003,143.09003010561892
162.07780055935243,368.85512038119253,94.90223641211668,445.6985944639679,232.23154249288575,323.61839755790163,207.61578793141865,223.9846753065042,140.32719436852068
170.68388424638454,381.45139969360537,97.24306442175401,436.878367944489,239.0818938538805,316.91725021177206,199.56243561155566,248.27373256738974,142.73144439213394
170.49818842683842,392.5028518585308,104.91974209774388,436.53682307365364,226.56841679283968,313.5553237781645,231.74038204547844,276.25404707160544,146.96701138074485
175.07946121479523,381.3286286922082,103.69104249275985,448.58169733875417,228.2807887372344,333.5386452435643,238.44575174754405,261.768133162186,148.9037973782372
177.63260841791657,392.73289145152984,99.14816091784085,451.3615872160748,232.3014106201806,326.1080460727659,227.76037874844954,250.8757910237623,152.2625945587567
170.16644085657242,381.412135409829,97.96329649452653,468.88012927792545,206.43554629108206,375.0520322941553,215.77408467575842,243.3679846631494,171.8753060890982
168.7387257430142,380.0432531581,104.31777045777271,454.2652129858819,239.54860420556702,336.61230213686946,233.66497196956635,273.85433637068707,188.91901096779463
164.69456700942652,380.9825527314892,97.91231105902428,453.5966370661635,231.8798541410114,369.3474155572525,239.8140600311683,278.7985222538148,199.85303612411803
158.57571396150695,359.38940953684244,94.05906154565344,462.9498521450653,250.3922903957926,363.2394889124938,236.72223023905133,272.6392611497364,182.31112648409714
171.035523920182,367.0265276619042,92.91351372144514,460.6503212503196,256.4643945913623,369.2762821368807,233.6083802053571,270.4538905098346,169.42771376954335
176.1556470855156,375.68252840239785,101.37890032310115,478.4766949994149,273.85410081627873,368.93230041144454,234.94769333208507,279.3201045112359,163.23440282696797
183.8232337312363,366.18545286678994,101.35606296123427,494.57185023022794,279.6652933026873,386.234363676655,235.34441336879974,306.5701441360604,184.9392385678231
189.20063784207747,368.6036043816971,99.522118781251,479.0582229753393,269.69103705260864,381.1063722130699,242.277460150588,276.4970484180983,190.77229229823382
209.8176333521004,385.07530441966856,88.78751334933575,526.9436196921729,264.1314500894006,364.9349286449577,274.01908567995383,266.97117095899154,178.38923807113062
