,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
FF0FF00F0F,0.0,0.0,0.0,0.0
F0F00F0F0F,0.0,0.0,0.0,0.0
0F0FF0F00F,0.0,0.0,0.0,0.0
F00FF00F0F,0.0,0.0,0.0,0.0
0FF0F00F0F,0.0,0.0,0.0,0.0
FFFF0F0F0F,0.0,0.0,0.0,0.0
0FFFFF0F0F,0.0,0.0,0.0,0.0
0F0FFFFF0F,0.0,0.0,0.0,0.0
FF0F0F0FFF,0.0,0.0,0.0,0.0
FF0F0FFF0F,0.0,0.0,0.0,0.0
0FFF0FFF0F,0.0,0.0,0.0,0.0
0FF00FFF0F,0.0,0.0,0.0,0.0
0F0F0FF0FF,0.0,0.0,0.0,0.0
0FF00F0FFF,0.0,0.0,0.0,0.0
F00F0FFF0F,0.0,0.0,0.0,0.0
F00F0F0FFF,0.0,0.0,0.0,0.0
F0FF0F0F0F,0.0,0.0,0.0,0.0
F00FFF0F0F,0.0,0.0,0.0,0.0
0F0FF00FFF,0.0,0.0,0.0,0.0
FF0F0F0FF0,0.0,0.0,0.0,0.0
terminal,0.0,0.0,0.0,0.0
