,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
F00F,-4.135662197993426,-2.9555420514139827,-5.741460144938313,-4.992296065616809
F0FF,-1.0012487782143449,-2.2480538469,-1.0122578112628815,-3.081
0FF0,-1.665,-1.5936259803400135,0.0955066008286678,-1.58496057177
FFF0,-1.0147984512300001,-2.1183,-0.819,-0.9540000000000002
AB0F,-4.341900000000001,-3.4663733084309998,-2.2009780006063044,-3.530747584532011
F0AB,-1.087133382306012,0.0,-1.3380000000000003,0.0
0FAB,-2.777588457177,0.10191197994543261,-0.3436343028033,-1.8438346431000001
46F0,0.0,0.0,0.0,0.4763930384359987
980F,-1.8,0.0,0.0,0.0
F0F0,0.0,-2.213386422189853,0.0,0.546
